Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT2019;;;Kvinnor;-24;13907
HT2019;;;Kvinnor;25-34;7130
HT2019;;;Kvinnor;35-;5273
HT2019;;;Kvinnor;Total;26310
HT2019;;;Män;-24;12263
HT2019;;;Män;25-34;3847
HT2019;;;Män;35-;1542
HT2019;;;Män;Total;17652
HT2019;;;Total;-24;26170
HT2019;;;Total;25-34;10977
HT2019;;;Total;35-;6815
HT2019;;;Total;Total;43962
HT2019;;Agronomexamen;Kvinnor;-24;73
HT2019;;Agronomexamen;Kvinnor;25-34;21
HT2019;;Agronomexamen;Kvinnor;35-;5
HT2019;;Agronomexamen;Kvinnor;Total;99
HT2019;;Agronomexamen;Män;-24;37
HT2019;;Agronomexamen;Män;25-34;10
HT2019;;Agronomexamen;Män;35-;1
HT2019;;Agronomexamen;Män;Total;48
HT2019;;Agronomexamen;Total;-24;110
HT2019;;Agronomexamen;Total;25-34;31
HT2019;;Agronomexamen;Total;35-;6
HT2019;;Agronomexamen;Total;Total;147
HT2019;;Apotekarexamen;Kvinnor;-24;154
HT2019;;Apotekarexamen;Kvinnor;25-34;24
HT2019;;Apotekarexamen;Kvinnor;35-;4
HT2019;;Apotekarexamen;Kvinnor;Total;182
HT2019;;Apotekarexamen;Män;-24;49
HT2019;;Apotekarexamen;Män;25-34;6
HT2019;;Apotekarexamen;Män;35-;2
HT2019;;Apotekarexamen;Män;Total;57
HT2019;;Apotekarexamen;Total;-24;203
HT2019;;Apotekarexamen;Total;25-34;30
HT2019;;Apotekarexamen;Total;35-;6
HT2019;;Apotekarexamen;Total;Total;239
HT2019;;Arbetsterapeutexamen;Kvinnor;-24;132
HT2019;;Arbetsterapeutexamen;Kvinnor;25-34;134
HT2019;;Arbetsterapeutexamen;Kvinnor;35-;73
HT2019;;Arbetsterapeutexamen;Kvinnor;Total;339
HT2019;;Arbetsterapeutexamen;Män;-24;33
HT2019;;Arbetsterapeutexamen;Män;25-34;30
HT2019;;Arbetsterapeutexamen;Män;35-;10
HT2019;;Arbetsterapeutexamen;Män;Total;73
HT2019;;Arbetsterapeutexamen;Total;-24;165
HT2019;;Arbetsterapeutexamen;Total;25-34;164
HT2019;;Arbetsterapeutexamen;Total;35-;83
HT2019;;Arbetsterapeutexamen;Total;Total;412
HT2019;;Arkitektexamen;Kvinnor;-24;173
HT2019;;Arkitektexamen;Kvinnor;25-34;46
HT2019;;Arkitektexamen;Kvinnor;35-;8
HT2019;;Arkitektexamen;Kvinnor;Total;227
HT2019;;Arkitektexamen;Män;-24;88
HT2019;;Arkitektexamen;Män;25-34;41
HT2019;;Arkitektexamen;Män;35-;6
HT2019;;Arkitektexamen;Män;Total;135
HT2019;;Arkitektexamen;Total;-24;261
HT2019;;Arkitektexamen;Total;25-34;87
HT2019;;Arkitektexamen;Total;35-;14
HT2019;;Arkitektexamen;Total;Total;362
HT2019;;Audionomexamen;Kvinnor;-24;54
HT2019;;Audionomexamen;Kvinnor;25-34;29
HT2019;;Audionomexamen;Kvinnor;35-;12
HT2019;;Audionomexamen;Kvinnor;Total;95
HT2019;;Audionomexamen;Män;-24;14
HT2019;;Audionomexamen;Män;25-34;20
HT2019;;Audionomexamen;Män;35-;6
HT2019;;Audionomexamen;Män;Total;40
HT2019;;Audionomexamen;Total;-24;68
HT2019;;Audionomexamen;Total;25-34;49
HT2019;;Audionomexamen;Total;35-;18
HT2019;;Audionomexamen;Total;Total;135
HT2019;;Barnmorskeexamen;Kvinnor;-24;8
HT2019;;Barnmorskeexamen;Kvinnor;25-34;175
HT2019;;Barnmorskeexamen;Kvinnor;35-;72
HT2019;;Barnmorskeexamen;Kvinnor;Total;255
HT2019;;Barnmorskeexamen;Män;25-34;2
HT2019;;Barnmorskeexamen;Män;Total;2
HT2019;;Barnmorskeexamen;Total;-24;8
HT2019;;Barnmorskeexamen;Total;25-34;177
HT2019;;Barnmorskeexamen;Total;35-;72
HT2019;;Barnmorskeexamen;Total;Total;257
HT2019;;Biomedicinsk analytikerexamen;Kvinnor;-24;345
HT2019;;Biomedicinsk analytikerexamen;Kvinnor;25-34;93
HT2019;;Biomedicinsk analytikerexamen;Kvinnor;35-;36
HT2019;;Biomedicinsk analytikerexamen;Kvinnor;Total;474
HT2019;;Biomedicinsk analytikerexamen;Män;-24;82
HT2019;;Biomedicinsk analytikerexamen;Män;25-34;35
HT2019;;Biomedicinsk analytikerexamen;Män;35-;16
HT2019;;Biomedicinsk analytikerexamen;Män;Total;133
HT2019;;Biomedicinsk analytikerexamen;Total;-24;427
HT2019;;Biomedicinsk analytikerexamen;Total;25-34;128
HT2019;;Biomedicinsk analytikerexamen;Total;35-;52
HT2019;;Biomedicinsk analytikerexamen;Total;Total;607
HT2019;;Brandingenjörsexamen;Kvinnor;-24;20
HT2019;;Brandingenjörsexamen;Kvinnor;25-34;2
HT2019;;Brandingenjörsexamen;Kvinnor;Total;22
HT2019;;Brandingenjörsexamen;Män;-24;50
HT2019;;Brandingenjörsexamen;Män;25-34;8
HT2019;;Brandingenjörsexamen;Män;35-;1
HT2019;;Brandingenjörsexamen;Män;Total;59
HT2019;;Brandingenjörsexamen;Total;-24;70
HT2019;;Brandingenjörsexamen;Total;25-34;10
HT2019;;Brandingenjörsexamen;Total;35-;1
HT2019;;Brandingenjörsexamen;Total;Total;81
HT2019;;Civilekonomexamen;Kvinnor;-24;661
HT2019;;Civilekonomexamen;Kvinnor;25-34;43
HT2019;;Civilekonomexamen;Kvinnor;35-;6
HT2019;;Civilekonomexamen;Kvinnor;Total;710
HT2019;;Civilekonomexamen;Män;-24;749
HT2019;;Civilekonomexamen;Män;25-34;82
HT2019;;Civilekonomexamen;Män;35-;12
HT2019;;Civilekonomexamen;Män;Total;843
HT2019;;Civilekonomexamen;Total;-24;1410
HT2019;;Civilekonomexamen;Total;25-34;125
HT2019;;Civilekonomexamen;Total;35-;18
HT2019;;Civilekonomexamen;Total;Total;1553
HT2019;;Civilingenjörsexamen;Kvinnor;-24;2271
HT2019;;Civilingenjörsexamen;Kvinnor;25-34;166
HT2019;;Civilingenjörsexamen;Kvinnor;35-;19
HT2019;;Civilingenjörsexamen;Kvinnor;Total;2456
HT2019;;Civilingenjörsexamen;Män;-24;5160
HT2019;;Civilingenjörsexamen;Män;25-34;461
HT2019;;Civilingenjörsexamen;Män;35-;56
HT2019;;Civilingenjörsexamen;Män;Total;5677
HT2019;;Civilingenjörsexamen;Total;-24;7431
HT2019;;Civilingenjörsexamen;Total;25-34;627
HT2019;;Civilingenjörsexamen;Total;35-;75
HT2019;;Civilingenjörsexamen;Total;Total;8133
HT2019;;Dietistexamen;Kvinnor;-24;23
HT2019;;Dietistexamen;Kvinnor;25-34;16
HT2019;;Dietistexamen;Kvinnor;35-;4
HT2019;;Dietistexamen;Kvinnor;Total;43
HT2019;;Dietistexamen;Män;-24;5
HT2019;;Dietistexamen;Män;25-34;1
HT2019;;Dietistexamen;Män;Total;6
HT2019;;Dietistexamen;Total;-24;28
HT2019;;Dietistexamen;Total;25-34;17
HT2019;;Dietistexamen;Total;35-;4
HT2019;;Dietistexamen;Total;Total;49
HT2019;;Folkhögskollärarexamen;Kvinnor;25-34;11
HT2019;;Folkhögskollärarexamen;Kvinnor;35-;30
HT2019;;Folkhögskollärarexamen;Kvinnor;Total;41
HT2019;;Folkhögskollärarexamen;Män;25-34;8
HT2019;;Folkhögskollärarexamen;Män;35-;12
HT2019;;Folkhögskollärarexamen;Män;Total;20
HT2019;;Folkhögskollärarexamen;Total;25-34;19
HT2019;;Folkhögskollärarexamen;Total;35-;42
HT2019;;Folkhögskollärarexamen;Total;Total;61
HT2019;;Fysioterapeutexamen;Kvinnor;-24;148
HT2019;;Fysioterapeutexamen;Kvinnor;25-34;66
HT2019;;Fysioterapeutexamen;Kvinnor;35-;24
HT2019;;Fysioterapeutexamen;Kvinnor;Total;238
HT2019;;Fysioterapeutexamen;Män;-24;93
HT2019;;Fysioterapeutexamen;Män;25-34;68
HT2019;;Fysioterapeutexamen;Män;35-;13
HT2019;;Fysioterapeutexamen;Män;Total;174
HT2019;;Fysioterapeutexamen;Total;-24;241
HT2019;;Fysioterapeutexamen;Total;25-34;134
HT2019;;Fysioterapeutexamen;Total;35-;37
HT2019;;Fysioterapeutexamen;Total;Total;412
HT2019;;Förskollärarexamen;Kvinnor;-24;1169
HT2019;;Förskollärarexamen;Kvinnor;25-34;1046
HT2019;;Förskollärarexamen;Kvinnor;35-;519
HT2019;;Förskollärarexamen;Kvinnor;Total;2734
HT2019;;Förskollärarexamen;Män;-24;89
HT2019;;Förskollärarexamen;Män;25-34;86
HT2019;;Förskollärarexamen;Män;35-;33
HT2019;;Förskollärarexamen;Män;Total;208
HT2019;;Förskollärarexamen;Total;-24;1258
HT2019;;Förskollärarexamen;Total;25-34;1132
HT2019;;Förskollärarexamen;Total;35-;552
HT2019;;Förskollärarexamen;Total;Total;2942
HT2019;;Grundlärarexamen;Kvinnor;-24;1631
HT2019;;Grundlärarexamen;Kvinnor;25-34;942
HT2019;;Grundlärarexamen;Kvinnor;35-;409
HT2019;;Grundlärarexamen;Kvinnor;Total;2982
HT2019;;Grundlärarexamen;Män;-24;490
HT2019;;Grundlärarexamen;Män;25-34;373
HT2019;;Grundlärarexamen;Män;35-;133
HT2019;;Grundlärarexamen;Män;Total;996
HT2019;;Grundlärarexamen;Total;-24;2121
HT2019;;Grundlärarexamen;Total;25-34;1315
HT2019;;Grundlärarexamen;Total;35-;542
HT2019;;Grundlärarexamen;Total;Total;3978
HT2019;;Högskoleingenjörsexamen;Kvinnor;-24;793
HT2019;;Högskoleingenjörsexamen;Kvinnor;25-34;245
HT2019;;Högskoleingenjörsexamen;Kvinnor;35-;67
HT2019;;Högskoleingenjörsexamen;Kvinnor;Total;1105
HT2019;;Högskoleingenjörsexamen;Män;-24;2531
HT2019;;Högskoleingenjörsexamen;Män;25-34;735
HT2019;;Högskoleingenjörsexamen;Män;35-;181
HT2019;;Högskoleingenjörsexamen;Män;Total;3447
HT2019;;Högskoleingenjörsexamen;Total;-24;3324
HT2019;;Högskoleingenjörsexamen;Total;25-34;980
HT2019;;Högskoleingenjörsexamen;Total;35-;248
HT2019;;Högskoleingenjörsexamen;Total;Total;4552
HT2019;;Juristexamen;Kvinnor;-24;731
HT2019;;Juristexamen;Kvinnor;25-34;113
HT2019;;Juristexamen;Kvinnor;35-;34
HT2019;;Juristexamen;Kvinnor;Total;878
HT2019;;Juristexamen;Män;-24;406
HT2019;;Juristexamen;Män;25-34;94
HT2019;;Juristexamen;Män;35-;39
HT2019;;Juristexamen;Män;Total;539
HT2019;;Juristexamen;Total;-24;1137
HT2019;;Juristexamen;Total;25-34;207
HT2019;;Juristexamen;Total;35-;73
HT2019;;Juristexamen;Total;Total;1417
HT2019;;Jägmästarexamen;Kvinnor;-24;9
HT2019;;Jägmästarexamen;Kvinnor;25-34;6
HT2019;;Jägmästarexamen;Kvinnor;Total;15
HT2019;;Jägmästarexamen;Män;-24;28
HT2019;;Jägmästarexamen;Män;25-34;7
HT2019;;Jägmästarexamen;Män;Total;35
HT2019;;Jägmästarexamen;Total;-24;37
HT2019;;Jägmästarexamen;Total;25-34;13
HT2019;;Jägmästarexamen;Total;Total;50
HT2019;;Landskapsarkitektexamen;Kvinnor;-24;74
HT2019;;Landskapsarkitektexamen;Kvinnor;25-34;21
HT2019;;Landskapsarkitektexamen;Kvinnor;35-;6
HT2019;;Landskapsarkitektexamen;Kvinnor;Total;101
HT2019;;Landskapsarkitektexamen;Män;-24;18
HT2019;;Landskapsarkitektexamen;Män;25-34;7
HT2019;;Landskapsarkitektexamen;Män;35-;2
HT2019;;Landskapsarkitektexamen;Män;Total;27
HT2019;;Landskapsarkitektexamen;Total;-24;92
HT2019;;Landskapsarkitektexamen;Total;25-34;28
HT2019;;Landskapsarkitektexamen;Total;35-;8
HT2019;;Landskapsarkitektexamen;Total;Total;128
HT2019;;Landskapsingenjörsexamen;Kvinnor;-24;17
HT2019;;Landskapsingenjörsexamen;Kvinnor;25-34;20
HT2019;;Landskapsingenjörsexamen;Kvinnor;35-;13
HT2019;;Landskapsingenjörsexamen;Kvinnor;Total;50
HT2019;;Landskapsingenjörsexamen;Män;-24;10
HT2019;;Landskapsingenjörsexamen;Män;25-34;15
HT2019;;Landskapsingenjörsexamen;Män;35-;4
HT2019;;Landskapsingenjörsexamen;Män;Total;29
HT2019;;Landskapsingenjörsexamen;Total;-24;27
HT2019;;Landskapsingenjörsexamen;Total;25-34;35
HT2019;;Landskapsingenjörsexamen;Total;35-;17
HT2019;;Landskapsingenjörsexamen;Total;Total;79
HT2019;;Lantmästarexamen;Kvinnor;-24;16
HT2019;;Lantmästarexamen;Kvinnor;25-34;7
HT2019;;Lantmästarexamen;Kvinnor;Total;23
HT2019;;Lantmästarexamen;Män;-24;26
HT2019;;Lantmästarexamen;Män;35-;1
HT2019;;Lantmästarexamen;Män;Total;27
HT2019;;Lantmästarexamen;Total;-24;42
HT2019;;Lantmästarexamen;Total;25-34;7
HT2019;;Lantmästarexamen;Total;35-;1
HT2019;;Lantmästarexamen;Total;Total;50
HT2019;;Logopedexamen;Kvinnor;-24;108
HT2019;;Logopedexamen;Kvinnor;25-34;38
HT2019;;Logopedexamen;Kvinnor;35-;11
HT2019;;Logopedexamen;Kvinnor;Total;157
HT2019;;Logopedexamen;Män;-24;7
HT2019;;Logopedexamen;Män;25-34;10
HT2019;;Logopedexamen;Män;35-;2
HT2019;;Logopedexamen;Män;Total;19
HT2019;;Logopedexamen;Total;-24;115
HT2019;;Logopedexamen;Total;25-34;48
HT2019;;Logopedexamen;Total;35-;13
HT2019;;Logopedexamen;Total;Total;176
HT2019;;Läkarexamen;Kvinnor;-24;444
HT2019;;Läkarexamen;Kvinnor;25-34;76
HT2019;;Läkarexamen;Kvinnor;35-;24
HT2019;;Läkarexamen;Kvinnor;Total;544
HT2019;;Läkarexamen;Män;-24;316
HT2019;;Läkarexamen;Män;25-34;101
HT2019;;Läkarexamen;Män;35-;24
HT2019;;Läkarexamen;Män;Total;441
HT2019;;Läkarexamen;Total;-24;760
HT2019;;Läkarexamen;Total;25-34;177
HT2019;;Läkarexamen;Total;35-;48
HT2019;;Läkarexamen;Total;Total;985
HT2019;;Lärarexamen;Kvinnor;-24;1
HT2019;;Lärarexamen;Kvinnor;25-34;26
HT2019;;Lärarexamen;Kvinnor;35-;73
HT2019;;Lärarexamen;Kvinnor;Total;100
HT2019;;Lärarexamen;Män;25-34;3
HT2019;;Lärarexamen;Män;35-;10
HT2019;;Lärarexamen;Män;Total;13
HT2019;;Lärarexamen;Total;-24;1
HT2019;;Lärarexamen;Total;25-34;29
HT2019;;Lärarexamen;Total;35-;83
HT2019;;Lärarexamen;Total;Total;113
HT2019;;Officersexamen;Kvinnor;-24;32
HT2019;;Officersexamen;Kvinnor;25-34;8
HT2019;;Officersexamen;Kvinnor;Total;40
HT2019;;Officersexamen;Män;-24;92
HT2019;;Officersexamen;Män;25-34;72
HT2019;;Officersexamen;Män;35-;2
HT2019;;Officersexamen;Män;Total;166
HT2019;;Officersexamen;Total;-24;124
HT2019;;Officersexamen;Total;25-34;80
HT2019;;Officersexamen;Total;35-;2
HT2019;;Officersexamen;Total;Total;206
HT2019;;Optikerexamen;Kvinnor;-24;53
HT2019;;Optikerexamen;Kvinnor;25-34;23
HT2019;;Optikerexamen;Kvinnor;35-;6
HT2019;;Optikerexamen;Kvinnor;Total;82
HT2019;;Optikerexamen;Män;-24;16
HT2019;;Optikerexamen;Män;25-34;11
HT2019;;Optikerexamen;Män;35-;3
HT2019;;Optikerexamen;Män;Total;30
HT2019;;Optikerexamen;Total;-24;69
HT2019;;Optikerexamen;Total;25-34;34
HT2019;;Optikerexamen;Total;35-;9
HT2019;;Optikerexamen;Total;Total;112
HT2019;;Ortopedingenjörsexamen;Kvinnor;-24;14
HT2019;;Ortopedingenjörsexamen;Kvinnor;25-34;1
HT2019;;Ortopedingenjörsexamen;Kvinnor;Total;15
HT2019;;Ortopedingenjörsexamen;Män;-24;4
HT2019;;Ortopedingenjörsexamen;Män;Total;4
HT2019;;Ortopedingenjörsexamen;Total;-24;18
HT2019;;Ortopedingenjörsexamen;Total;25-34;1
HT2019;;Ortopedingenjörsexamen;Total;Total;19
HT2019;;Psykologexamen;Kvinnor;-24;213
HT2019;;Psykologexamen;Kvinnor;25-34;107
HT2019;;Psykologexamen;Kvinnor;35-;36
HT2019;;Psykologexamen;Kvinnor;Total;356
HT2019;;Psykologexamen;Män;-24;83
HT2019;;Psykologexamen;Män;25-34;99
HT2019;;Psykologexamen;Män;35-;24
HT2019;;Psykologexamen;Män;Total;206
HT2019;;Psykologexamen;Total;-24;296
HT2019;;Psykologexamen;Total;25-34;206
HT2019;;Psykologexamen;Total;35-;60
HT2019;;Psykologexamen;Total;Total;562
HT2019;;Psykoterapeutexamen;Kvinnor;25-34;11
HT2019;;Psykoterapeutexamen;Kvinnor;35-;66
HT2019;;Psykoterapeutexamen;Kvinnor;Total;77
HT2019;;Psykoterapeutexamen;Män;25-34;3
HT2019;;Psykoterapeutexamen;Män;35-;13
HT2019;;Psykoterapeutexamen;Män;Total;16
HT2019;;Psykoterapeutexamen;Total;25-34;14
HT2019;;Psykoterapeutexamen;Total;35-;79
HT2019;;Psykoterapeutexamen;Total;Total;93
HT2019;;Receptarieexamen;Kvinnor;-24;136
HT2019;;Receptarieexamen;Kvinnor;25-34;62
HT2019;;Receptarieexamen;Kvinnor;35-;29
HT2019;;Receptarieexamen;Kvinnor;Total;227
HT2019;;Receptarieexamen;Män;-24;43
HT2019;;Receptarieexamen;Män;25-34;21
HT2019;;Receptarieexamen;Män;35-;8
HT2019;;Receptarieexamen;Män;Total;72
HT2019;;Receptarieexamen;Total;-24;179
HT2019;;Receptarieexamen;Total;25-34;83
HT2019;;Receptarieexamen;Total;35-;37
HT2019;;Receptarieexamen;Total;Total;299
HT2019;;Röntgensjuksköterskeexamen;Kvinnor;-24;80
HT2019;;Röntgensjuksköterskeexamen;Kvinnor;25-34;48
HT2019;;Röntgensjuksköterskeexamen;Kvinnor;35-;32
HT2019;;Röntgensjuksköterskeexamen;Kvinnor;Total;160
HT2019;;Röntgensjuksköterskeexamen;Män;-24;28
HT2019;;Röntgensjuksköterskeexamen;Män;25-34;22
HT2019;;Röntgensjuksköterskeexamen;Män;35-;14
HT2019;;Röntgensjuksköterskeexamen;Män;Total;64
HT2019;;Röntgensjuksköterskeexamen;Total;-24;108
HT2019;;Röntgensjuksköterskeexamen;Total;25-34;70
HT2019;;Röntgensjuksköterskeexamen;Total;35-;46
HT2019;;Röntgensjuksköterskeexamen;Total;Total;224
HT2019;;Sjukhusfysikerexamen;Kvinnor;-24;19
HT2019;;Sjukhusfysikerexamen;Kvinnor;25-34;2
HT2019;;Sjukhusfysikerexamen;Kvinnor;35-;1
HT2019;;Sjukhusfysikerexamen;Kvinnor;Total;22
HT2019;;Sjukhusfysikerexamen;Män;-24;12
HT2019;;Sjukhusfysikerexamen;Män;25-34;4
HT2019;;Sjukhusfysikerexamen;Män;Total;16
HT2019;;Sjukhusfysikerexamen;Total;-24;31
HT2019;;Sjukhusfysikerexamen;Total;25-34;6
HT2019;;Sjukhusfysikerexamen;Total;35-;1
HT2019;;Sjukhusfysikerexamen;Total;Total;38
HT2019;;Sjuksköterskeexamen;Kvinnor;-24;1623
HT2019;;Sjuksköterskeexamen;Kvinnor;25-34;836
HT2019;;Sjuksköterskeexamen;Kvinnor;35-;399
HT2019;;Sjuksköterskeexamen;Kvinnor;Total;2858
HT2019;;Sjuksköterskeexamen;Män;-24;224
HT2019;;Sjuksköterskeexamen;Män;25-34;206
HT2019;;Sjuksköterskeexamen;Män;35-;108
HT2019;;Sjuksköterskeexamen;Män;Total;538
HT2019;;Sjuksköterskeexamen;Total;-24;1847
HT2019;;Sjuksköterskeexamen;Total;25-34;1042
HT2019;;Sjuksköterskeexamen;Total;35-;507
HT2019;;Sjuksköterskeexamen;Total;Total;3396
HT2019;;Sjöingenjörsexamen;Kvinnor;-24;3
HT2019;;Sjöingenjörsexamen;Kvinnor;25-34;2
HT2019;;Sjöingenjörsexamen;Kvinnor;35-;1
HT2019;;Sjöingenjörsexamen;Kvinnor;Total;6
HT2019;;Sjöingenjörsexamen;Män;-24;30
HT2019;;Sjöingenjörsexamen;Män;25-34;12
HT2019;;Sjöingenjörsexamen;Män;35-;10
HT2019;;Sjöingenjörsexamen;Män;Total;52
HT2019;;Sjöingenjörsexamen;Total;-24;33
HT2019;;Sjöingenjörsexamen;Total;25-34;14
HT2019;;Sjöingenjörsexamen;Total;35-;11
HT2019;;Sjöingenjörsexamen;Total;Total;58
HT2019;;Sjökaptensexamen;Kvinnor;-24;17
HT2019;;Sjökaptensexamen;Kvinnor;25-34;7
HT2019;;Sjökaptensexamen;Kvinnor;Total;24
HT2019;;Sjökaptensexamen;Män;-24;70
HT2019;;Sjökaptensexamen;Män;25-34;29
HT2019;;Sjökaptensexamen;Män;35-;11
HT2019;;Sjökaptensexamen;Män;Total;110
HT2019;;Sjökaptensexamen;Total;-24;87
HT2019;;Sjökaptensexamen;Total;25-34;36
HT2019;;Sjökaptensexamen;Total;35-;11
HT2019;;Sjökaptensexamen;Total;Total;134
HT2019;;Skogsmästarexamen;Kvinnor;-24;9
HT2019;;Skogsmästarexamen;Kvinnor;25-34;4
