Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT2011;;;Kvinnor;-24;14440
HT2011;;;Kvinnor;25-34;4512
HT2011;;;Kvinnor;35-;3279
HT2011;;;Kvinnor;Total;22231
HT2011;;;Män;-24;12559
HT2011;;;Män;25-34;2571
HT2011;;;Män;35-;966
HT2011;;;Män;Total;16096
HT2011;;;Total;-24;26999
HT2011;;;Total;25-34;7083
HT2011;;;Total;35-;4245
HT2011;;;Total;Total;38327
HT2011;;Agronomexamen;Kvinnor;-24;102
HT2011;;Agronomexamen;Kvinnor;25-34;20
HT2011;;Agronomexamen;Kvinnor;Total;122
HT2011;;Agronomexamen;Män;-24;39
HT2011;;Agronomexamen;Män;25-34;6
HT2011;;Agronomexamen;Män;35-;2
HT2011;;Agronomexamen;Män;Total;47
HT2011;;Agronomexamen;Total;-24;141
HT2011;;Agronomexamen;Total;25-34;26
HT2011;;Agronomexamen;Total;35-;2
HT2011;;Agronomexamen;Total;Total;169
HT2011;;Apotekarexamen;Kvinnor;-24;133
HT2011;;Apotekarexamen;Kvinnor;25-34;9
HT2011;;Apotekarexamen;Kvinnor;35-;6
HT2011;;Apotekarexamen;Kvinnor;Total;148
HT2011;;Apotekarexamen;Män;-24;50
HT2011;;Apotekarexamen;Män;25-34;4
HT2011;;Apotekarexamen;Män;35-;8
HT2011;;Apotekarexamen;Män;Total;62
HT2011;;Apotekarexamen;Total;-24;183
HT2011;;Apotekarexamen;Total;25-34;13
HT2011;;Apotekarexamen;Total;35-;14
HT2011;;Apotekarexamen;Total;Total;210
HT2011;;Arbetsterapeutexamen;Kvinnor;-24;227
HT2011;;Arbetsterapeutexamen;Kvinnor;25-34;77
HT2011;;Arbetsterapeutexamen;Kvinnor;35-;50
HT2011;;Arbetsterapeutexamen;Kvinnor;Total;354
HT2011;;Arbetsterapeutexamen;Män;-24;39
HT2011;;Arbetsterapeutexamen;Män;25-34;16
HT2011;;Arbetsterapeutexamen;Män;35-;8
HT2011;;Arbetsterapeutexamen;Män;Total;63
HT2011;;Arbetsterapeutexamen;Total;-24;266
HT2011;;Arbetsterapeutexamen;Total;25-34;93
HT2011;;Arbetsterapeutexamen;Total;35-;58
HT2011;;Arbetsterapeutexamen;Total;Total;417
HT2011;;Arkitektexamen;Kvinnor;-24;178
HT2011;;Arkitektexamen;Kvinnor;25-34;37
HT2011;;Arkitektexamen;Kvinnor;35-;7
HT2011;;Arkitektexamen;Kvinnor;Total;222
HT2011;;Arkitektexamen;Män;-24;100
HT2011;;Arkitektexamen;Män;25-34;37
HT2011;;Arkitektexamen;Män;35-;4
HT2011;;Arkitektexamen;Män;Total;141
HT2011;;Arkitektexamen;Total;-24;278
