Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT2018;;;Kvinnor;-24;14266
HT2018;;;Kvinnor;25-34;7299
HT2018;;;Kvinnor;35-;5136
HT2018;;;Kvinnor;Total;26701
HT2018;;;Män;-24;12306
HT2018;;;Män;25-34;4036
HT2018;;;Män;35-;1542
HT2018;;;Män;Total;17884
HT2018;;;Total;-24;26572
HT2018;;;Total;25-34;11335
HT2018;;;Total;35-;6678
HT2018;;;Total;Total;44585
HT2018;;Agronomexamen;Kvinnor;-24;88
HT2018;;Agronomexamen;Kvinnor;25-34;13
HT2018;;Agronomexamen;Kvinnor;35-;7
HT2018;;Agronomexamen;Kvinnor;Total;108
HT2018;;Agronomexamen;Män;-24;31
HT2018;;Agronomexamen;Män;25-34;13
HT2018;;Agronomexamen;Män;Total;44
HT2018;;Agronomexamen;Total;-24;119
HT2018;;Agronomexamen;Total;25-34;26
HT2018;;Agronomexamen;Total;35-;7
HT2018;;Agronomexamen;Total;Total;152
HT2018;;Apotekarexamen;Kvinnor;-24;151
HT2018;;Apotekarexamen;Kvinnor;25-34;26
HT2018;;Apotekarexamen;Kvinnor;35-;3
HT2018;;Apotekarexamen;Kvinnor;Total;180
HT2018;;Apotekarexamen;Män;-24;35
HT2018;;Apotekarexamen;Män;25-34;7
HT2018;;Apotekarexamen;Män;35-;3
HT2018;;Apotekarexamen;Män;Total;45
HT2018;;Apotekarexamen;Total;-24;186
HT2018;;Apotekarexamen;Total;25-34;33
HT2018;;Apotekarexamen;Total;35-;6
HT2018;;Apotekarexamen;Total;Total;225
HT2018;;Arbetsterapeutexamen;Kvinnor;-24;167
HT2018;;Arbetsterapeutexamen;Kvinnor;25-34;140
HT2018;;Arbetsterapeutexamen;Kvinnor;35-;59
HT2018;;Arbetsterapeutexamen;Kvinnor;Total;366
HT2018;;Arbetsterapeutexamen;Män;-24;33
HT2018;;Arbetsterapeutexamen;Män;25-34;30
HT2018;;Arbetsterapeutexamen;Män;35-;12
HT2018;;Arbetsterapeutexamen;Män;Total;75
HT2018;;Arbetsterapeutexamen;Total;-24;200
HT2018;;Arbetsterapeutexamen;Total;25-34;170
HT2018;;Arbetsterapeutexamen;Total;35-;71
HT2018;;Arbetsterapeutexamen;Total;Total;441
HT2018;;Arkitektexamen;Kvinnor;-24;154
HT2018;;Arkitektexamen;Kvinnor;25-34;49
HT2018;;Arkitektexamen;Kvinnor;35-;14
HT2018;;Arkitektexamen;Kvinnor;Total;217
HT2018;;Arkitektexamen;Män;-24;90
HT2018;;Arkitektexamen;Män;25-34;49
HT2018;;Arkitektexamen;Män;35-;14
HT2018;;Arkitektexamen;Män;Total;153
HT2018;;Arkitektexamen;Total;-24;244
HT2018;;Arkitektexamen;Total;25-34;98
HT2018;;Arkitektexamen;Total;35-;28
HT2018;;Arkitektexamen;Total;Total;370
HT2018;;Audionomexamen;Kvinnor;-24;43
HT2018;;Audionomexamen;Kvinnor;25-34;35
HT2018;;Audionomexamen;Kvinnor;35-;10
HT2018;;Audionomexamen;Kvinnor;Total;88
HT2018;;Audionomexamen;Män;-24;13
HT2018;;Audionomexamen;Män;25-34;19
HT2018;;Audionomexamen;Män;35-;3
HT2018;;Audionomexamen;Män;Total;35
HT2018;;Audionomexamen;Total;-24;56
HT2018;;Audionomexamen;Total;25-34;54
HT2018;;Audionomexamen;Total;35-;13
HT2018;;Audionomexamen;Total;Total;123
HT2018;;Barnmorskeexamen;Kvinnor;-24;10
HT2018;;Barnmorskeexamen;Kvinnor;25-34;162
HT2018;;Barnmorskeexamen;Kvinnor;35-;66
HT2018;;Barnmorskeexamen;Kvinnor;Total;238
HT2018;;Barnmorskeexamen;Män;25-34;1
HT2018;;Barnmorskeexamen;Män;Total;1
HT2018;;Barnmorskeexamen;Total;-24;10
HT2018;;Barnmorskeexamen;Total;25-34;163
HT2018;;Barnmorskeexamen;Total;35-;66
HT2018;;Barnmorskeexamen;Total;Total;239
HT2018;;Biomedicinsk analytikerexamen;Kvinnor;-24;318
HT2018;;Biomedicinsk analytikerexamen;Kvinnor;25-34;114
HT2018;;Biomedicinsk analytikerexamen;Kvinnor;35-;36
HT2018;;Biomedicinsk analytikerexamen;Kvinnor;Total;468
HT2018;;Biomedicinsk analytikerexamen;Män;-24;93
HT2018;;Biomedicinsk analytikerexamen;Män;25-34;29
HT2018;;Biomedicinsk analytikerexamen;Män;35-;21
HT2018;;Biomedicinsk analytikerexamen;Män;Total;143
HT2018;;Biomedicinsk analytikerexamen;Total;-24;411
HT2018;;Biomedicinsk analytikerexamen;Total;25-34;143
HT2018;;Biomedicinsk analytikerexamen;Total;35-;57
HT2018;;Biomedicinsk analytikerexamen;Total;Total;611
HT2018;;Brandingenjörsexamen;Kvinnor;-24;28
HT2018;;Brandingenjörsexamen;Kvinnor;25-34;1
HT2018;;Brandingenjörsexamen;Kvinnor;Total;29
HT2018;;Brandingenjörsexamen;Män;-24;44
HT2018;;Brandingenjörsexamen;Män;25-34;13
HT2018;;Brandingenjörsexamen;Män;Total;57
HT2018;;Brandingenjörsexamen;Total;-24;72
HT2018;;Brandingenjörsexamen;Total;25-34;14
HT2018;;Brandingenjörsexamen;Total;Total;86
HT2018;;Civilekonomexamen;Kvinnor;-24;627
HT2018;;Civilekonomexamen;Kvinnor;25-34;56
HT2018;;Civilekonomexamen;Kvinnor;35-;2
HT2018;;Civilekonomexamen;Kvinnor;Total;685
HT2018;;Civilekonomexamen;Män;-24;664
HT2018;;Civilekonomexamen;Män;25-34;63
HT2018;;Civilekonomexamen;Män;35-;4
HT2018;;Civilekonomexamen;Män;Total;731
HT2018;;Civilekonomexamen;Total;-24;1291
HT2018;;Civilekonomexamen;Total;25-34;119
HT2018;;Civilekonomexamen;Total;35-;6
HT2018;;Civilekonomexamen;Total;Total;1416
HT2018;;Civilingenjörsexamen;Kvinnor;-24;2335
HT2018;;Civilingenjörsexamen;Kvinnor;25-34;169
HT2018;;Civilingenjörsexamen;Kvinnor;35-;7
HT2018;;Civilingenjörsexamen;Kvinnor;Total;2511
HT2018;;Civilingenjörsexamen;Män;-24;5185
HT2018;;Civilingenjörsexamen;Män;25-34;446
HT2018;;Civilingenjörsexamen;Män;35-;60
HT2018;;Civilingenjörsexamen;Män;Total;5691
HT2018;;Civilingenjörsexamen;Total;-24;7520
HT2018;;Civilingenjörsexamen;Total;25-34;615
HT2018;;Civilingenjörsexamen;Total;35-;67
HT2018;;Civilingenjörsexamen;Total;Total;8202
HT2018;;Dietistexamen;Kvinnor;-24;20
HT2018;;Dietistexamen;Kvinnor;25-34;6
HT2018;;Dietistexamen;Kvinnor;35-;9
HT2018;;Dietistexamen;Kvinnor;Total;35
HT2018;;Dietistexamen;Män;-24;3
HT2018;;Dietistexamen;Män;25-34;4
HT2018;;Dietistexamen;Män;35-;1
HT2018;;Dietistexamen;Män;Total;8
HT2018;;Dietistexamen;Total;-24;23
HT2018;;Dietistexamen;Total;25-34;10
HT2018;;Dietistexamen;Total;35-;10
HT2018;;Dietistexamen;Total;Total;43
HT2018;;Folkhögskollärarexamen;Kvinnor;25-34;7
HT2018;;Folkhögskollärarexamen;Kvinnor;35-;26
HT2018;;Folkhögskollärarexamen;Kvinnor;Total;33
HT2018;;Folkhögskollärarexamen;Män;-24;1
HT2018;;Folkhögskollärarexamen;Män;25-34;3
HT2018;;Folkhögskollärarexamen;Män;35-;17
HT2018;;Folkhögskollärarexamen;Män;Total;21
HT2018;;Folkhögskollärarexamen;Total;-24;1
HT2018;;Folkhögskollärarexamen;Total;25-34;10
HT2018;;Folkhögskollärarexamen;Total;35-;43
HT2018;;Folkhögskollärarexamen;Total;Total;54
HT2018;;Fysioterapeutexamen;Kvinnor;-24;161
HT2018;;Fysioterapeutexamen;Kvinnor;25-34;72
HT2018;;Fysioterapeutexamen;Kvinnor;35-;24
HT2018;;Fysioterapeutexamen;Kvinnor;Total;257
HT2018;;Fysioterapeutexamen;Män;-24;81
HT2018;;Fysioterapeutexamen;Män;25-34;60
HT2018;;Fysioterapeutexamen;Män;35-;18
HT2018;;Fysioterapeutexamen;Män;Total;159
HT2018;;Fysioterapeutexamen;Total;-24;242
HT2018;;Fysioterapeutexamen;Total;25-34;132
HT2018;;Fysioterapeutexamen;Total;35-;42
HT2018;;Fysioterapeutexamen;Total;Total;416
HT2018;;Förskollärarexamen;Kvinnor;-24;1325
HT2018;;Förskollärarexamen;Kvinnor;25-34;1121
HT2018;;Förskollärarexamen;Kvinnor;35-;483
HT2018;;Förskollärarexamen;Kvinnor;Total;2929
HT2018;;Förskollärarexamen;Män;-24;98
HT2018;;Förskollärarexamen;Män;25-34;91
HT2018;;Förskollärarexamen;Män;35-;27
HT2018;;Förskollärarexamen;Män;Total;216
HT2018;;Förskollärarexamen;Total;-24;1423
HT2018;;Förskollärarexamen;Total;25-34;1212
HT2018;;Förskollärarexamen;Total;35-;510
HT2018;;Förskollärarexamen;Total;Total;3145
HT2018;;Grundlärarexamen;Kvinnor;-24;1549
HT2018;;Grundlärarexamen;Kvinnor;25-34;982
HT2018;;Grundlärarexamen;Kvinnor;35-;481
HT2018;;Grundlärarexamen;Kvinnor;Total;3012
HT2018;;Grundlärarexamen;Män;-24;495
HT2018;;Grundlärarexamen;Män;25-34;413
HT2018;;Grundlärarexamen;Män;35-;108
HT2018;;Grundlärarexamen;Män;Total;1016
HT2018;;Grundlärarexamen;Total;-24;2044
HT2018;;Grundlärarexamen;Total;25-34;1395
HT2018;;Grundlärarexamen;Total;35-;589
HT2018;;Grundlärarexamen;Total;Total;4028
HT2018;;Högskoleingenjörsexamen;Kvinnor;-24;860
HT2018;;Högskoleingenjörsexamen;Kvinnor;25-34;279
HT2018;;Högskoleingenjörsexamen;Kvinnor;35-;57
HT2018;;Högskoleingenjörsexamen;Kvinnor;Total;1196
HT2018;;Högskoleingenjörsexamen;Män;-24;2606
HT2018;;Högskoleingenjörsexamen;Män;25-34;858
HT2018;;Högskoleingenjörsexamen;Män;35-;163
HT2018;;Högskoleingenjörsexamen;Män;Total;3627
HT2018;;Högskoleingenjörsexamen;Total;-24;3466
HT2018;;Högskoleingenjörsexamen;Total;25-34;1137
HT2018;;Högskoleingenjörsexamen;Total;35-;220
HT2018;;Högskoleingenjörsexamen;Total;Total;4823
HT2018;;Juristexamen;Kvinnor;-24;693
HT2018;;Juristexamen;Kvinnor;25-34;138
HT2018;;Juristexamen;Kvinnor;35-;41
HT2018;;Juristexamen;Kvinnor;Total;872
HT2018;;Juristexamen;Män;-24;376
HT2018;;Juristexamen;Män;25-34;105
HT2018;;Juristexamen;Män;35-;32
HT2018;;Juristexamen;Män;Total;513
HT2018;;Juristexamen;Total;-24;1069
HT2018;;Juristexamen;Total;25-34;243
HT2018;;Juristexamen;Total;35-;73
HT2018;;Juristexamen;Total;Total;1385
HT2018;;Jägmästarexamen;Kvinnor;-24;19
HT2018;;Jägmästarexamen;Kvinnor;25-34;2
HT2018;;Jägmästarexamen;Kvinnor;Total;21
HT2018;;Jägmästarexamen;Män;-24;35
HT2018;;Jägmästarexamen;Män;25-34;5
HT2018;;Jägmästarexamen;Män;Total;40
HT2018;;Jägmästarexamen;Total;-24;54
HT2018;;Jägmästarexamen;Total;25-34;7
HT2018;;Jägmästarexamen;Total;Total;61
HT2018;;Landskapsarkitektexamen;Kvinnor;-24;66
HT2018;;Landskapsarkitektexamen;Kvinnor;25-34;21
HT2018;;Landskapsarkitektexamen;Kvinnor;35-;8
HT2018;;Landskapsarkitektexamen;Kvinnor;Total;95
HT2018;;Landskapsarkitektexamen;Män;-24;19
HT2018;;Landskapsarkitektexamen;Män;25-34;14
HT2018;;Landskapsarkitektexamen;Män;Total;33
HT2018;;Landskapsarkitektexamen;Total;-24;85
HT2018;;Landskapsarkitektexamen;Total;25-34;35
HT2018;;Landskapsarkitektexamen;Total;35-;8
HT2018;;Landskapsarkitektexamen;Total;Total;128
HT2018;;Landskapsingenjörsexamen;Kvinnor;-24;11
HT2018;;Landskapsingenjörsexamen;Kvinnor;25-34;23
HT2018;;Landskapsingenjörsexamen;Kvinnor;35-;6
HT2018;;Landskapsingenjörsexamen;Kvinnor;Total;40
HT2018;;Landskapsingenjörsexamen;Män;-24;10
HT2018;;Landskapsingenjörsexamen;Män;25-34;3
HT2018;;Landskapsingenjörsexamen;Män;35-;2
HT2018;;Landskapsingenjörsexamen;Män;Total;15
HT2018;;Landskapsingenjörsexamen;Total;-24;21
