Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT2012;;;Kvinnor;-24;15512
HT2012;;;Kvinnor;25-34;5022
HT2012;;;Kvinnor;35-;3575
HT2012;;;Kvinnor;Total;24109
HT2012;;;Män;-24;13294
HT2012;;;Män;25-34;2767
HT2012;;;Män;35-;952
HT2012;;;Män;Total;17013
HT2012;;;Total;-24;28806
HT2012;;;Total;25-34;7789
HT2012;;;Total;35-;4527
HT2012;;;Total;Total;41122
HT2012;;Agronomexamen;Kvinnor;-24;109
HT2012;;Agronomexamen;Kvinnor;25-34;17
HT2012;;Agronomexamen;Kvinnor;35-;2
HT2012;;Agronomexamen;Kvinnor;Total;128
HT2012;;Agronomexamen;Män;-24;40
HT2012;;Agronomexamen;Män;25-34;7
HT2012;;Agronomexamen;Män;35-;1
HT2012;;Agronomexamen;Män;Total;48
HT2012;;Agronomexamen;Total;-24;149
HT2012;;Agronomexamen;Total;25-34;24
HT2012;;Agronomexamen;Total;35-;3
HT2012;;Agronomexamen;Total;Total;176
HT2012;;Apotekarexamen;Kvinnor;-24;121
HT2012;;Apotekarexamen;Kvinnor;25-34;22
HT2012;;Apotekarexamen;Kvinnor;35-;3
HT2012;;Apotekarexamen;Kvinnor;Total;146
HT2012;;Apotekarexamen;Män;-24;50
HT2012;;Apotekarexamen;Män;25-34;14
HT2012;;Apotekarexamen;Män;35-;4
HT2012;;Apotekarexamen;Män;Total;68
HT2012;;Apotekarexamen;Total;-24;171
HT2012;;Apotekarexamen;Total;25-34;36
HT2012;;Apotekarexamen;Total;35-;7
HT2012;;Apotekarexamen;Total;Total;214
HT2012;;Arbetsterapeutexamen;Kvinnor;-24;224
HT2012;;Arbetsterapeutexamen;Kvinnor;25-34;91
HT2012;;Arbetsterapeutexamen;Kvinnor;35-;49
HT2012;;Arbetsterapeutexamen;Kvinnor;Total;364
HT2012;;Arbetsterapeutexamen;Män;-24;34
HT2012;;Arbetsterapeutexamen;Män;25-34;15
HT2012;;Arbetsterapeutexamen;Män;35-;5
HT2012;;Arbetsterapeutexamen;Män;Total;54
HT2012;;Arbetsterapeutexamen;Total;-24;258
HT2012;;Arbetsterapeutexamen;Total;25-34;106
HT2012;;Arbetsterapeutexamen;Total;35-;54
HT2012;;Arbetsterapeutexamen;Total;Total;418
HT2012;;Arkitektexamen;Kvinnor;-24;184
HT2012;;Arkitektexamen;Kvinnor;25-34;44
