Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT2003;;;Kvinnor;-24;11003
HT2003;;;Kvinnor;25-34;5342
HT2003;;;Kvinnor;35-;4631
HT2003;;;Kvinnor;Total;20976
HT2003;;;Män;-24;10067
HT2003;;;Män;25-34;3104
HT2003;;;Män;35-;1313
HT2003;;;Män;Total;14484
HT2003;;;Total;-24;21070
HT2003;;;Total;25-34;8446
HT2003;;;Total;35-;5944
HT2003;;;Total;Total;35460
HT2003;;Agronomexamen;Kvinnor;-24;96
HT2003;;Agronomexamen;Kvinnor;25-34;15
HT2003;;Agronomexamen;Kvinnor;35-;4
HT2003;;Agronomexamen;Kvinnor;Total;115
HT2003;;Agronomexamen;Män;-24;27
HT2003;;Agronomexamen;Män;25-34;4
HT2003;;Agronomexamen;Män;35-;1
HT2003;;Agronomexamen;Män;Total;32
HT2003;;Agronomexamen;Total;-24;123
HT2003;;Agronomexamen;Total;25-34;19
HT2003;;Agronomexamen;Total;35-;5
HT2003;;Agronomexamen;Total;Total;147
HT2003;;Apotekarexamen;Kvinnor;-24;113
HT2003;;Apotekarexamen;Kvinnor;25-34;10
HT2003;;Apotekarexamen;Kvinnor;35-;8
HT2003;;Apotekarexamen;Kvinnor;Total;131
HT2003;;Apotekarexamen;Män;-24;26
HT2003;;Apotekarexamen;Män;25-34;6
HT2003;;Apotekarexamen;Män;35-;3
HT2003;;Apotekarexamen;Män;Total;35
HT2003;;Apotekarexamen;Total;-24;139
HT2003;;Apotekarexamen;Total;25-34;16
HT2003;;Apotekarexamen;Total;35-;11
HT2003;;Apotekarexamen;Total;Total;166
HT2003;;Arbetsterapeutexamen;Kvinnor;-24;133
HT2003;;Arbetsterapeutexamen;Kvinnor;25-34;59
HT2003;;Arbetsterapeutexamen;Kvinnor;35-;85
HT2003;;Arbetsterapeutexamen;Kvinnor;Total;277
HT2003;;Arbetsterapeutexamen;Män;-24;18
HT2003;;Arbetsterapeutexamen;Män;25-34;12
HT2003;;Arbetsterapeutexamen;Män;35-;7
HT2003;;Arbetsterapeutexamen;Män;Total;37
HT2003;;Arbetsterapeutexamen;Total;-24;151
HT2003;;Arbetsterapeutexamen;Total;25-34;71
HT2003;;Arbetsterapeutexamen;Total;35-;92
HT2003;;Arbetsterapeutexamen;Total;Total;314
HT2003;;Arkitektexamen;Kvinnor;-24;132
HT2003;;Arkitektexamen;Kvinnor;25-34;39
HT2003;;Arkitektexamen;Kvinnor;35-;9
HT2003;;Arkitektexamen;Kvinnor;Total;180
HT2003;;Arkitektexamen;Män;-24;73
HT2003;;Arkitektexamen;Män;25-34;41
HT2003;;Arkitektexamen;Män;35-;15
HT2003;;Arkitektexamen;Män;Total;129
HT2003;;Arkitektexamen;Total;-24;205
HT2003;;Arkitektexamen;Total;25-34;80
HT2003;;Arkitektexamen;Total;35-;24
HT2003;;Arkitektexamen;Total;Total;309
HT2003;;Audionomexamen;Kvinnor;-24;37
HT2003;;Audionomexamen;Kvinnor;25-34;29
HT2003;;Audionomexamen;Kvinnor;35-;40
HT2003;;Audionomexamen;Kvinnor;Total;106
HT2003;;Audionomexamen;Män;-24;4
HT2003;;Audionomexamen;Män;25-34;10
HT2003;;Audionomexamen;Män;35-;2
HT2003;;Audionomexamen;Män;Total;16
HT2003;;Audionomexamen;Total;-24;41
HT2003;;Audionomexamen;Total;25-34;39
HT2003;;Audionomexamen;Total;35-;42
HT2003;;Audionomexamen;Total;Total;122
HT2003;;Barnmorskeexamen;Kvinnor;-24;6
HT2003;;Barnmorskeexamen;Kvinnor;25-34;81
HT2003;;Barnmorskeexamen;Kvinnor;35-;47
HT2003;;Barnmorskeexamen;Kvinnor;Total;134
HT2003;;Barnmorskeexamen;Total;-24;6
HT2003;;Barnmorskeexamen;Total;25-34;81
HT2003;;Barnmorskeexamen;Total;35-;47
HT2003;;Barnmorskeexamen;Total;Total;134
HT2003;;Biomedicinsk analytikerexamen;Kvinnor;-24;182
HT2003;;Biomedicinsk analytikerexamen;Kvinnor;25-34;57
HT2003;;Biomedicinsk analytikerexamen;Kvinnor;35-;31
HT2003;;Biomedicinsk analytikerexamen;Kvinnor;Total;270
HT2003;;Biomedicinsk analytikerexamen;Män;-24;30
HT2003;;Biomedicinsk analytikerexamen;Män;25-34;14
HT2003;;Biomedicinsk analytikerexamen;Män;35-;11
HT2003;;Biomedicinsk analytikerexamen;Män;Total;55
HT2003;;Biomedicinsk analytikerexamen;Total;-24;212
HT2003;;Biomedicinsk analytikerexamen;Total;25-34;71
HT2003;;Biomedicinsk analytikerexamen;Total;35-;42
HT2003;;Biomedicinsk analytikerexamen;Total;Total;325
HT2003;;Brandingenjörsexamen;Kvinnor;-24;10
HT2003;;Brandingenjörsexamen;Kvinnor;Total;10
HT2003;;Brandingenjörsexamen;Män;-24;28
HT2003;;Brandingenjörsexamen;Män;25-34;12
HT2003;;Brandingenjörsexamen;Män;35-;2
HT2003;;Brandingenjörsexamen;Män;Total;42
HT2003;;Brandingenjörsexamen;Total;-24;38
HT2003;;Brandingenjörsexamen;Total;25-34;12
HT2003;;Brandingenjörsexamen;Total;35-;2
HT2003;;Brandingenjörsexamen;Total;Total;52
HT2003;;Civilingenjörsexamen;Kvinnor;-24;1580
HT2003;;Civilingenjörsexamen;Kvinnor;25-34;135
HT2003;;Civilingenjörsexamen;Kvinnor;35-;27
HT2003;;Civilingenjörsexamen;Kvinnor;Total;1742
HT2003;;Civilingenjörsexamen;Män;-24;4678
HT2003;;Civilingenjörsexamen;Män;25-34;462
HT2003;;Civilingenjörsexamen;Män;35-;98
HT2003;;Civilingenjörsexamen;Män;Total;5238
HT2003;;Civilingenjörsexamen;Total;-24;6258
HT2003;;Civilingenjörsexamen;Total;25-34;597
HT2003;;Civilingenjörsexamen;Total;35-;125
HT2003;;Civilingenjörsexamen;Total;Total;6980
HT2003;;Dietistexamen;Kvinnor;-24;25
HT2003;;Dietistexamen;Kvinnor;25-34;14
HT2003;;Dietistexamen;Kvinnor;35-;3
HT2003;;Dietistexamen;Kvinnor;Total;42
HT2003;;Dietistexamen;Män;-24;2
HT2003;;Dietistexamen;Män;25-34;1
HT2003;;Dietistexamen;Män;Total;3
HT2003;;Dietistexamen;Total;-24;27
HT2003;;Dietistexamen;Total;25-34;15
HT2003;;Dietistexamen;Total;35-;3
HT2003;;Dietistexamen;Total;Total;45
HT2003;;Djursjukvårdarexamen;Kvinnor;-24;13
HT2003;;Djursjukvårdarexamen;Kvinnor;25-34;10
HT2003;;Djursjukvårdarexamen;Kvinnor;35-;1
HT2003;;Djursjukvårdarexamen;Kvinnor;Total;24
HT2003;;Djursjukvårdarexamen;Män;-24;1
HT2003;;Djursjukvårdarexamen;Män;Total;1
HT2003;;Djursjukvårdarexamen;Total;-24;14
HT2003;;Djursjukvårdarexamen;Total;25-34;10
HT2003;;Djursjukvårdarexamen;Total;35-;1
HT2003;;Djursjukvårdarexamen;Total;Total;25
HT2003;;Folkhögskollärarexamen;Kvinnor;25-34;4
HT2003;;Folkhögskollärarexamen;Kvinnor;35-;34
HT2003;;Folkhögskollärarexamen;Kvinnor;Total;38
HT2003;;Folkhögskollärarexamen;Män;25-34;4
HT2003;;Folkhögskollärarexamen;Män;35-;15
HT2003;;Folkhögskollärarexamen;Män;Total;19
HT2003;;Folkhögskollärarexamen;Total;25-34;8
HT2003;;Folkhögskollärarexamen;Total;35-;49
HT2003;;Folkhögskollärarexamen;Total;Total;57
HT2003;;Fysioterapeutexamen;Kvinnor;-24;163
HT2003;;Fysioterapeutexamen;Kvinnor;25-34;49
HT2003;;Fysioterapeutexamen;Kvinnor;35-;35
HT2003;;Fysioterapeutexamen;Kvinnor;Total;247
HT2003;;Fysioterapeutexamen;Män;-24;45
HT2003;;Fysioterapeutexamen;Män;25-34;42
HT2003;;Fysioterapeutexamen;Män;35-;13
HT2003;;Fysioterapeutexamen;Män;Total;100
HT2003;;Fysioterapeutexamen;Total;-24;208
HT2003;;Fysioterapeutexamen;Total;25-34;91
HT2003;;Fysioterapeutexamen;Total;35-;48
HT2003;;Fysioterapeutexamen;Total;Total;347
HT2003;;Grundskollärarexamen 4-9;Kvinnor;-24;1
HT2003;;Grundskollärarexamen 4-9;Kvinnor;25-34;14
HT2003;;Grundskollärarexamen 4-9;Kvinnor;35-;9
HT2003;;Grundskollärarexamen 4-9;Kvinnor;Total;24
HT2003;;Grundskollärarexamen 4-9;Män;25-34;8
HT2003;;Grundskollärarexamen 4-9;Män;35-;5
