Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT1999;;;Kvinnor;-24;10104
HT1999;;;Kvinnor;25-34;4527
HT1999;;;Kvinnor;35-;2936
HT1999;;;Kvinnor;Total;17567
HT1999;;;Män;-24;11033
HT1999;;;Män;25-34;3337
HT1999;;;Män;35-;1064
HT1999;;;Män;Total;15434
HT1999;;;Total;-24;21137
HT1999;;;Total;25-34;7864
HT1999;;;Total;35-;4000
HT1999;;;Total;Total;33001
HT1999;;Agronomexamen;Kvinnor;-24;141
HT1999;;Agronomexamen;Kvinnor;25-34;17
HT1999;;Agronomexamen;Kvinnor;35-;5
HT1999;;Agronomexamen;Kvinnor;Total;163
HT1999;;Agronomexamen;Män;-24;43
HT1999;;Agronomexamen;Män;25-34;3
HT1999;;Agronomexamen;Män;Total;46
HT1999;;Agronomexamen;Total;-24;184
HT1999;;Agronomexamen;Total;25-34;20
HT1999;;Agronomexamen;Total;35-;5
HT1999;;Agronomexamen;Total;Total;209
HT1999;;Apotekarexamen;Kvinnor;-24;57
HT1999;;Apotekarexamen;Kvinnor;25-34;11
HT1999;;Apotekarexamen;Kvinnor;35-;1
HT1999;;Apotekarexamen;Kvinnor;Total;69
HT1999;;Apotekarexamen;Män;-24;26
HT1999;;Apotekarexamen;Män;25-34;4
HT1999;;Apotekarexamen;Män;35-;2
HT1999;;Apotekarexamen;Män;Total;32
HT1999;;Apotekarexamen;Total;-24;83
HT1999;;Apotekarexamen;Total;25-34;15
HT1999;;Apotekarexamen;Total;35-;3
HT1999;;Apotekarexamen;Total;Total;101
HT1999;;Arbetsterapeutexamen;Kvinnor;-24;118
HT1999;;Arbetsterapeutexamen;Kvinnor;25-34;59
HT1999;;Arbetsterapeutexamen;Kvinnor;35-;66
HT1999;;Arbetsterapeutexamen;Kvinnor;Total;243
HT1999;;Arbetsterapeutexamen;Män;-24;13
HT1999;;Arbetsterapeutexamen;Män;25-34;10
HT1999;;Arbetsterapeutexamen;Män;Total;23
HT1999;;Arbetsterapeutexamen;Total;-24;131
HT1999;;Arbetsterapeutexamen;Total;25-34;69
HT1999;;Arbetsterapeutexamen;Total;35-;66
HT1999;;Arbetsterapeutexamen;Total;Total;266
HT1999;;Arkitektexamen;Kvinnor;-24;121
HT1999;;Arkitektexamen;Kvinnor;25-34;33
HT1999;;Arkitektexamen;Kvinnor;35-;8
HT1999;;Arkitektexamen;Kvinnor;Total;162
HT1999;;Arkitektexamen;Män;-24;61
HT1999;;Arkitektexamen;Män;25-34;42
HT1999;;Arkitektexamen;Män;35-;6
HT1999;;Arkitektexamen;Män;Total;109
HT1999;;Arkitektexamen;Total;-24;182
HT1999;;Arkitektexamen;Total;25-34;75
HT1999;;Arkitektexamen;Total;35-;14
HT1999;;Arkitektexamen;Total;Total;271
HT1999;;Audionomexamen;Kvinnor;-24;11
