Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT2006;;;Kvinnor;-24;11621
HT2006;;;Kvinnor;25-34;5040
HT2006;;;Kvinnor;35-;4032
HT2006;;;Kvinnor;Total;20693
HT2006;;;Män;-24;10203
HT2006;;;Män;25-34;2697
HT2006;;;Män;35-;1058
HT2006;;;Män;Total;13958
HT2006;;;Total;-24;21824
HT2006;;;Total;25-34;7737
HT2006;;;Total;35-;5090
HT2006;;;Total;Total;34651
HT2006;;Agronomexamen;Kvinnor;-24;102
HT2006;;Agronomexamen;Kvinnor;25-34;14
HT2006;;Agronomexamen;Kvinnor;35-;2
HT2006;;Agronomexamen;Kvinnor;Total;118
HT2006;;Agronomexamen;Män;-24;31
HT2006;;Agronomexamen;Män;25-34;2
HT2006;;Agronomexamen;Män;35-;2
HT2006;;Agronomexamen;Män;Total;35
HT2006;;Agronomexamen;Total;-24;133
HT2006;;Agronomexamen;Total;25-34;16
HT2006;;Agronomexamen;Total;35-;4
HT2006;;Agronomexamen;Total;Total;153
HT2006;;Apotekarexamen;Kvinnor;-24;116
HT2006;;Apotekarexamen;Kvinnor;25-34;21
HT2006;;Apotekarexamen;Kvinnor;35-;5
HT2006;;Apotekarexamen;Kvinnor;Total;142
HT2006;;Apotekarexamen;Män;-24;46
HT2006;;Apotekarexamen;Män;25-34;16
HT2006;;Apotekarexamen;Män;35-;3
HT2006;;Apotekarexamen;Män;Total;65
HT2006;;Apotekarexamen;Total;-24;162
HT2006;;Apotekarexamen;Total;25-34;37
HT2006;;Apotekarexamen;Total;35-;8
HT2006;;Apotekarexamen;Total;Total;207
HT2006;;Arbetsterapeutexamen;Kvinnor;-24;156
HT2006;;Arbetsterapeutexamen;Kvinnor;25-34;52
HT2006;;Arbetsterapeutexamen;Kvinnor;35-;46
HT2006;;Arbetsterapeutexamen;Kvinnor;Total;254
HT2006;;Arbetsterapeutexamen;Män;-24;21
HT2006;;Arbetsterapeutexamen;Män;25-34;13
HT2006;;Arbetsterapeutexamen;Män;35-;9
HT2006;;Arbetsterapeutexamen;Män;Total;43
HT2006;;Arbetsterapeutexamen;Total;-24;177
HT2006;;Arbetsterapeutexamen;Total;25-34;65
HT2006;;Arbetsterapeutexamen;Total;35-;55
HT2006;;Arbetsterapeutexamen;Total;Total;297
HT2006;;Arkitektexamen;Kvinnor;-24;138
HT2006;;Arkitektexamen;Kvinnor;25-34;29
HT2006;;Arkitektexamen;Kvinnor;35-;9
HT2006;;Arkitektexamen;Kvinnor;Total;176
HT2006;;Arkitektexamen;Män;-24;66
HT2006;;Arkitektexamen;Män;25-34;42
