Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT2001;;;Kvinnor;-24;11622
HT2001;;;Kvinnor;25-34;5747
HT2001;;;Kvinnor;35-;4429
HT2001;;;Kvinnor;Total;21798
HT2001;;;Män;-24;10656
HT2001;;;Män;25-34;3079
HT2001;;;Män;35-;1242
HT2001;;;Män;Total;14977
HT2001;;;Total;-24;22278
HT2001;;;Total;25-34;8826
HT2001;;;Total;35-;5671
HT2001;;;Total;Total;36775
HT2001;;Agronomexamen;Kvinnor;-24;103
HT2001;;Agronomexamen;Kvinnor;25-34;20
HT2001;;Agronomexamen;Kvinnor;35-;5
HT2001;;Agronomexamen;Kvinnor;Total;128
HT2001;;Agronomexamen;Män;-24;27
HT2001;;Agronomexamen;Män;25-34;3
HT2001;;Agronomexamen;Män;Total;30
HT2001;;Agronomexamen;Total;-24;130
HT2001;;Agronomexamen;Total;25-34;23
HT2001;;Agronomexamen;Total;35-;5
HT2001;;Agronomexamen;Total;Total;158
HT2001;;Apotekarexamen;Kvinnor;-24;94
HT2001;;Apotekarexamen;Kvinnor;25-34;23
HT2001;;Apotekarexamen;Kvinnor;35-;7
HT2001;;Apotekarexamen;Kvinnor;Total;124
HT2001;;Apotekarexamen;Män;-24;32
HT2001;;Apotekarexamen;Män;25-34;7
HT2001;;Apotekarexamen;Män;35-;2
HT2001;;Apotekarexamen;Män;Total;41
HT2001;;Apotekarexamen;Total;-24;126
HT2001;;Apotekarexamen;Total;25-34;30
HT2001;;Apotekarexamen;Total;35-;9
HT2001;;Apotekarexamen;Total;Total;165
HT2001;;Arbetsterapeutexamen;Kvinnor;-24;128
HT2001;;Arbetsterapeutexamen;Kvinnor;25-34;59
HT2001;;Arbetsterapeutexamen;Kvinnor;35-;67
HT2001;;Arbetsterapeutexamen;Kvinnor;Total;254
HT2001;;Arbetsterapeutexamen;Män;-24;4
HT2001;;Arbetsterapeutexamen;Män;25-34;9
HT2001;;Arbetsterapeutexamen;Män;35-;1
HT2001;;Arbetsterapeutexamen;Män;Total;14
HT2001;;Arbetsterapeutexamen;Total;-24;132
HT2001;;Arbetsterapeutexamen;Total;25-34;68
HT2001;;Arbetsterapeutexamen;Total;35-;68
HT2001;;Arbetsterapeutexamen;Total;Total;268
HT2001;;Arkitektexamen;Kvinnor;-24;139
HT2001;;Arkitektexamen;Kvinnor;25-34;40
HT2001;;Arkitektexamen;Kvinnor;35-;7
HT2001;;Arkitektexamen;Kvinnor;Total;186
HT2001;;Arkitektexamen;Män;-24;83
HT2001;;Arkitektexamen;Män;25-34;44
HT2001;;Arkitektexamen;Män;35-;9
HT2001;;Arkitektexamen;Män;Total;136
HT2001;;Arkitektexamen;Total;-24;222
HT2001;;Arkitektexamen;Total;25-34;84
HT2001;;Arkitektexamen;Total;35-;16
HT2001;;Arkitektexamen;Total;Total;322
HT2001;;Audionomexamen;Kvinnor;-24;12
HT2001;;Audionomexamen;Kvinnor;25-34;3
HT2001;;Audionomexamen;Kvinnor;35-;9
HT2001;;Audionomexamen;Kvinnor;Total;24
HT2001;;Audionomexamen;Män;25-34;1
HT2001;;Audionomexamen;Män;Total;1
HT2001;;Audionomexamen;Total;-24;12
HT2001;;Audionomexamen;Total;25-34;4
HT2001;;Audionomexamen;Total;35-;9
HT2001;;Audionomexamen;Total;Total;25
HT2001;;Barn- och ungdomspedagogisk examen;Kvinnor;-24;2
HT2001;;Barn- och ungdomspedagogisk examen;Kvinnor;25-34;1
HT2001;;Barn- och ungdomspedagogisk examen;Kvinnor;Total;3
HT2001;;Barn- och ungdomspedagogisk examen;Total;-24;2
HT2001;;Barn- och ungdomspedagogisk examen;Total;25-34;1
HT2001;;Barn- och ungdomspedagogisk examen;Total;Total;3
HT2001;;Barnmorskeexamen;Kvinnor;-24;5
HT2001;;Barnmorskeexamen;Kvinnor;25-34;81
HT2001;;Barnmorskeexamen;Kvinnor;35-;30
HT2001;;Barnmorskeexamen;Kvinnor;Total;116
HT2001;;Barnmorskeexamen;Total;-24;5
HT2001;;Barnmorskeexamen;Total;25-34;81
HT2001;;Barnmorskeexamen;Total;35-;30
HT2001;;Barnmorskeexamen;Total;Total;116
HT2001;;Biomedicinsk analytikerexamen;Kvinnor;-24;123
HT2001;;Biomedicinsk analytikerexamen;Kvinnor;25-34;44
HT2001;;Biomedicinsk analytikerexamen;Kvinnor;35-;22
HT2001;;Biomedicinsk analytikerexamen;Kvinnor;Total;189
HT2001;;Biomedicinsk analytikerexamen;Män;-24;37
HT2001;;Biomedicinsk analytikerexamen;Män;25-34;13
HT2001;;Biomedicinsk analytikerexamen;Män;35-;5
HT2001;;Biomedicinsk analytikerexamen;Män;Total;55
HT2001;;Biomedicinsk analytikerexamen;Total;-24;160
HT2001;;Biomedicinsk analytikerexamen;Total;25-34;57
HT2001;;Biomedicinsk analytikerexamen;Total;35-;27
HT2001;;Biomedicinsk analytikerexamen;Total;Total;244
HT2001;;Brandingenjörsexamen;Kvinnor;-24;12
HT2001;;Brandingenjörsexamen;Kvinnor;25-34;1
HT2001;;Brandingenjörsexamen;Kvinnor;Total;13
HT2001;;Brandingenjörsexamen;Män;-24;28
HT2001;;Brandingenjörsexamen;Män;25-34;10
HT2001;;Brandingenjörsexamen;Män;35-;3
HT2001;;Brandingenjörsexamen;Män;Total;41
HT2001;;Brandingenjörsexamen;Total;-24;40
HT2001;;Brandingenjörsexamen;Total;25-34;11
HT2001;;Brandingenjörsexamen;Total;35-;3
HT2001;;Brandingenjörsexamen;Total;Total;54
HT2001;;Civilingenjörsexamen;Kvinnor;-24;1887
HT2001;;Civilingenjörsexamen;Kvinnor;25-34;155
HT2001;;Civilingenjörsexamen;Kvinnor;35-;26
HT2001;;Civilingenjörsexamen;Kvinnor;Total;2068
HT2001;;Civilingenjörsexamen;Män;-24;4762
HT2001;;Civilingenjörsexamen;Män;25-34;467
HT2001;;Civilingenjörsexamen;Män;35-;92
HT2001;;Civilingenjörsexamen;Män;Total;5321
HT2001;;Civilingenjörsexamen;Total;-24;6649
HT2001;;Civilingenjörsexamen;Total;25-34;622
HT2001;;Civilingenjörsexamen;Total;35-;118
HT2001;;Civilingenjörsexamen;Total;Total;7389
HT2001;;Dietistexamen;Kvinnor;-24;23
HT2001;;Dietistexamen;Kvinnor;25-34;17
HT2001;;Dietistexamen;Kvinnor;35-;6
HT2001;;Dietistexamen;Kvinnor;Total;46
HT2001;;Dietistexamen;Män;25-34;1
HT2001;;Dietistexamen;Män;35-;1
HT2001;;Dietistexamen;Män;Total;2
HT2001;;Dietistexamen;Total;-24;23
HT2001;;Dietistexamen;Total;25-34;18
HT2001;;Dietistexamen;Total;35-;7
HT2001;;Dietistexamen;Total;Total;48
HT2001;;Djursjukvårdarexamen;Kvinnor;-24;8
HT2001;;Djursjukvårdarexamen;Kvinnor;25-34;12
HT2001;;Djursjukvårdarexamen;Kvinnor;35-;3
HT2001;;Djursjukvårdarexamen;Kvinnor;Total;23
HT2001;;Djursjukvårdarexamen;Män;-24;2
HT2001;;Djursjukvårdarexamen;Män;Total;2
HT2001;;Djursjukvårdarexamen;Total;-24;10
HT2001;;Djursjukvårdarexamen;Total;25-34;12
HT2001;;Djursjukvårdarexamen;Total;35-;3
