Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT2009;;;Kvinnor;-24;14987
HT2009;;;Kvinnor;25-34;4788
HT2009;;;Kvinnor;35-;3690
HT2009;;;Kvinnor;Total;23465
HT2009;;;Män;-24;13086
HT2009;;;Män;25-34;2529
HT2009;;;Män;35-;967
HT2009;;;Män;Total;16582
HT2009;;;Total;-24;28073
HT2009;;;Total;25-34;7317
HT2009;;;Total;35-;4657
HT2009;;;Total;Total;40047
HT2009;;Agronomexamen;Kvinnor;-24;139
HT2009;;Agronomexamen;Kvinnor;25-34;9
HT2009;;Agronomexamen;Kvinnor;35-;4
HT2009;;Agronomexamen;Kvinnor;Total;152
HT2009;;Agronomexamen;Män;-24;31
HT2009;;Agronomexamen;Män;25-34;3
HT2009;;Agronomexamen;Män;35-;1
HT2009;;Agronomexamen;Män;Total;35
HT2009;;Agronomexamen;Total;-24;170
HT2009;;Agronomexamen;Total;25-34;12
HT2009;;Agronomexamen;Total;35-;5
HT2009;;Agronomexamen;Total;Total;187
HT2009;;Apotekarexamen;Kvinnor;-24;126
HT2009;;Apotekarexamen;Kvinnor;25-34;12
HT2009;;Apotekarexamen;Kvinnor;35-;4
HT2009;;Apotekarexamen;Kvinnor;Total;142
HT2009;;Apotekarexamen;Män;-24;61
HT2009;;Apotekarexamen;Män;25-34;4
HT2009;;Apotekarexamen;Män;35-;6
HT2009;;Apotekarexamen;Män;Total;71
HT2009;;Apotekarexamen;Total;-24;187
HT2009;;Apotekarexamen;Total;25-34;16
HT2009;;Apotekarexamen;Total;35-;10
HT2009;;Apotekarexamen;Total;Total;213
HT2009;;Arbetsterapeutexamen;Kvinnor;-24;199
HT2009;;Arbetsterapeutexamen;Kvinnor;25-34;77
HT2009;;Arbetsterapeutexamen;Kvinnor;35-;42
HT2009;;Arbetsterapeutexamen;Kvinnor;Total;318
HT2009;;Arbetsterapeutexamen;Män;-24;26
HT2009;;Arbetsterapeutexamen;Män;25-34;9
HT2009;;Arbetsterapeutexamen;Män;35-;7
HT2009;;Arbetsterapeutexamen;Män;Total;42
HT2009;;Arbetsterapeutexamen;Total;-24;225
HT2009;;Arbetsterapeutexamen;Total;25-34;86
HT2009;;Arbetsterapeutexamen;Total;35-;49
HT2009;;Arbetsterapeutexamen;Total;Total;360
HT2009;;Arkitektexamen;Kvinnor;-24;147
HT2009;;Arkitektexamen;Kvinnor;25-34;36
HT2009;;Arkitektexamen;Kvinnor;35-;3
HT2009;;Arkitektexamen;Kvinnor;Total;186
HT2009;;Arkitektexamen;Män;-24;107
HT2009;;Arkitektexamen;Män;25-34;58
HT2009;;Arkitektexamen;Män;35-;3
HT2009;;Arkitektexamen;Män;Total;168
HT2009;;Arkitektexamen;Total;-24;254
HT2009;;Arkitektexamen;Total;25-34;94
HT2009;;Arkitektexamen;Total;35-;6
HT2009;;Arkitektexamen;Total;Total;354
HT2009;;Audionomexamen;Kvinnor;-24;40
HT2009;;Audionomexamen;Kvinnor;25-34;23
HT2009;;Audionomexamen;Kvinnor;35-;17
HT2009;;Audionomexamen;Kvinnor;Total;80
HT2009;;Audionomexamen;Män;-24;11
HT2009;;Audionomexamen;Män;25-34;4
HT2009;;Audionomexamen;Män;35-;5
HT2009;;Audionomexamen;Män;Total;20
HT2009;;Audionomexamen;Total;-24;51
HT2009;;Audionomexamen;Total;25-34;27
HT2009;;Audionomexamen;Total;35-;22
HT2009;;Audionomexamen;Total;Total;100
HT2009;;Barnmorskeexamen;Kvinnor;-24;1
HT2009;;Barnmorskeexamen;Kvinnor;25-34;90
HT2009;;Barnmorskeexamen;Kvinnor;35-;54
HT2009;;Barnmorskeexamen;Kvinnor;Total;145
HT2009;;Barnmorskeexamen;Män;25-34;2
HT2009;;Barnmorskeexamen;Män;Total;2
HT2009;;Barnmorskeexamen;Total;-24;1
HT2009;;Barnmorskeexamen;Total;25-34;92
HT2009;;Barnmorskeexamen;Total;35-;54
HT2009;;Barnmorskeexamen;Total;Total;147
HT2009;;Biomedicinsk analytikerexamen;Kvinnor;-24;214
HT2009;;Biomedicinsk analytikerexamen;Kvinnor;25-34;86
HT2009;;Biomedicinsk analytikerexamen;Kvinnor;35-;31
HT2009;;Biomedicinsk analytikerexamen;Kvinnor;Total;331
HT2009;;Biomedicinsk analytikerexamen;Män;-24;76
HT2009;;Biomedicinsk analytikerexamen;Män;25-34;20
HT2009;;Biomedicinsk analytikerexamen;Män;35-;19
HT2009;;Biomedicinsk analytikerexamen;Män;Total;115
HT2009;;Biomedicinsk analytikerexamen;Total;-24;290
HT2009;;Biomedicinsk analytikerexamen;Total;25-34;106
HT2009;;Biomedicinsk analytikerexamen;Total;35-;50
HT2009;;Biomedicinsk analytikerexamen;Total;Total;446
HT2009;;Brandingenjörsexamen;Kvinnor;-24;26
HT2009;;Brandingenjörsexamen;Kvinnor;25-34;6
HT2009;;Brandingenjörsexamen;Kvinnor;Total;32
HT2009;;Brandingenjörsexamen;Män;-24;63
HT2009;;Brandingenjörsexamen;Män;25-34;6
HT2009;;Brandingenjörsexamen;Män;35-;1
HT2009;;Brandingenjörsexamen;Män;Total;70
HT2009;;Brandingenjörsexamen;Total;-24;89
HT2009;;Brandingenjörsexamen;Total;25-34;12
HT2009;;Brandingenjörsexamen;Total;35-;1
HT2009;;Brandingenjörsexamen;Total;Total;102
HT2009;;Civilekonomexamen;Kvinnor;-24;1095
HT2009;;Civilekonomexamen;Kvinnor;25-34;63
HT2009;;Civilekonomexamen;Kvinnor;35-;11
HT2009;;Civilekonomexamen;Kvinnor;Total;1169
HT2009;;Civilekonomexamen;Män;-24;1026
HT2009;;Civilekonomexamen;Män;25-34;84
HT2009;;Civilekonomexamen;Män;35-;10
HT2009;;Civilekonomexamen;Män;Total;1120
HT2009;;Civilekonomexamen;Total;-24;2121
HT2009;;Civilekonomexamen;Total;25-34;147
HT2009;;Civilekonomexamen;Total;35-;21
HT2009;;Civilekonomexamen;Total;Total;2289
HT2009;;Civilingenjörsexamen;Kvinnor;-24;2022
HT2009;;Civilingenjörsexamen;Kvinnor;25-34;94
HT2009;;Civilingenjörsexamen;Kvinnor;35-;8
HT2009;;Civilingenjörsexamen;Kvinnor;Total;2124
HT2009;;Civilingenjörsexamen;Män;-24;5015
HT2009;;Civilingenjörsexamen;Män;25-34;249
HT2009;;Civilingenjörsexamen;Män;35-;33
HT2009;;Civilingenjörsexamen;Män;Total;5297
HT2009;;Civilingenjörsexamen;Total;-24;7037
HT2009;;Civilingenjörsexamen;Total;25-34;343
HT2009;;Civilingenjörsexamen;Total;35-;41
HT2009;;Civilingenjörsexamen;Total;Total;7421
HT2009;;Dietistexamen;Kvinnor;-24;36
HT2009;;Dietistexamen;Kvinnor;25-34;4
HT2009;;Dietistexamen;Kvinnor;35-;3
HT2009;;Dietistexamen;Kvinnor;Total;43
HT2009;;Dietistexamen;Män;-24;4
HT2009;;Dietistexamen;Män;25-34;2
HT2009;;Dietistexamen;Män;35-;1
HT2009;;Dietistexamen;Män;Total;7
HT2009;;Dietistexamen;Total;-24;40
HT2009;;Dietistexamen;Total;25-34;6
HT2009;;Dietistexamen;Total;35-;4
HT2009;;Dietistexamen;Total;Total;50
HT2009;;Folkhögskollärarexamen;Kvinnor;25-34;9
HT2009;;Folkhögskollärarexamen;Kvinnor;35-;19
HT2009;;Folkhögskollärarexamen;Kvinnor;Total;28
HT2009;;Folkhögskollärarexamen;Män;25-34;8
HT2009;;Folkhögskollärarexamen;Män;35-;7
HT2009;;Folkhögskollärarexamen;Män;Total;15
HT2009;;Folkhögskollärarexamen;Total;25-34;17
HT2009;;Folkhögskollärarexamen;Total;35-;26
HT2009;;Folkhögskollärarexamen;Total;Total;43
HT2009;;Fysioterapeutexamen;Kvinnor;-24;237
HT2009;;Fysioterapeutexamen;Kvinnor;25-34;39
HT2009;;Fysioterapeutexamen;Kvinnor;35-;15
HT2009;;Fysioterapeutexamen;Kvinnor;Total;291
HT2009;;Fysioterapeutexamen;Män;-24;75
HT2009;;Fysioterapeutexamen;Män;25-34;39
HT2009;;Fysioterapeutexamen;Män;35-;8
HT2009;;Fysioterapeutexamen;Män;Total;122
HT2009;;Fysioterapeutexamen;Total;-24;312
HT2009;;Fysioterapeutexamen;Total;25-34;78
HT2009;;Fysioterapeutexamen;Total;35-;23
HT2009;;Fysioterapeutexamen;Total;Total;413
HT2009;;Hortonomexamen;Kvinnor;-24;6
HT2009;;Hortonomexamen;Kvinnor;35-;1
HT2009;;Hortonomexamen;Kvinnor;Total;7
HT2009;;Hortonomexamen;Män;-24;2
HT2009;;Hortonomexamen;Män;25-34;2
HT2009;;Hortonomexamen;Män;Total;4
HT2009;;Hortonomexamen;Total;-24;8
HT2009;;Hortonomexamen;Total;25-34;2
HT2009;;Hortonomexamen;Total;35-;1
HT2009;;Hortonomexamen;Total;Total;11
HT2009;;Högskoleingenjörsexamen;Kvinnor;-24;879
HT2009;;Högskoleingenjörsexamen;Kvinnor;25-34;142
HT2009;;Högskoleingenjörsexamen;Kvinnor;35-;44
HT2009;;Högskoleingenjörsexamen;Kvinnor;Total;1065
HT2009;;Högskoleingenjörsexamen;Män;-24;2721
HT2009;;Högskoleingenjörsexamen;Män;25-34;538
HT2009;;Högskoleingenjörsexamen;Män;35-;133
HT2009;;Högskoleingenjörsexamen;Män;Total;3392
HT2009;;Högskoleingenjörsexamen;Total;-24;3600
HT2009;;Högskoleingenjörsexamen;Total;25-34;680
HT2009;;Högskoleingenjörsexamen;Total;35-;177
HT2009;;Högskoleingenjörsexamen;Total;Total;4457
HT2009;;Juristexamen;Kvinnor;-24;714
HT2009;;Juristexamen;Kvinnor;25-34;74
HT2009;;Juristexamen;Kvinnor;35-;13
HT2009;;Juristexamen;Kvinnor;Total;801
