Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT2005;;;Kvinnor;-24;10887
HT2005;;;Kvinnor;25-34;5111
HT2005;;;Kvinnor;35-;4069
HT2005;;;Kvinnor;Total;20067
HT2005;;;Män;-24;10755
HT2005;;;Män;25-34;2922
HT2005;;;Män;35-;1268
HT2005;;;Män;Total;14945
HT2005;;;Total;-24;21642
HT2005;;;Total;25-34;8033
HT2005;;;Total;35-;5337
HT2005;;;Total;Total;35012
HT2005;;Agronomexamen;Kvinnor;-24;95
HT2005;;Agronomexamen;Kvinnor;25-34;16
HT2005;;Agronomexamen;Kvinnor;35-;2
HT2005;;Agronomexamen;Kvinnor;Total;113
HT2005;;Agronomexamen;Män;-24;34
HT2005;;Agronomexamen;Män;25-34;3
HT2005;;Agronomexamen;Män;Total;37
HT2005;;Agronomexamen;Total;-24;129
HT2005;;Agronomexamen;Total;25-34;19
HT2005;;Agronomexamen;Total;35-;2
HT2005;;Agronomexamen;Total;Total;150
HT2005;;Apotekarexamen;Kvinnor;-24;121
HT2005;;Apotekarexamen;Kvinnor;25-34;17
HT2005;;Apotekarexamen;Kvinnor;35-;2
HT2005;;Apotekarexamen;Kvinnor;Total;140
HT2005;;Apotekarexamen;Män;-24;54
HT2005;;Apotekarexamen;Män;25-34;6
HT2005;;Apotekarexamen;Män;35-;6
HT2005;;Apotekarexamen;Män;Total;66
HT2005;;Apotekarexamen;Total;-24;175
HT2005;;Apotekarexamen;Total;25-34;23
HT2005;;Apotekarexamen;Total;35-;8
HT2005;;Apotekarexamen;Total;Total;206
HT2005;;Arbetsterapeutexamen;Kvinnor;-24;139
HT2005;;Arbetsterapeutexamen;Kvinnor;25-34;65
HT2005;;Arbetsterapeutexamen;Kvinnor;35-;46
HT2005;;Arbetsterapeutexamen;Kvinnor;Total;250
HT2005;;Arbetsterapeutexamen;Män;-24;19
HT2005;;Arbetsterapeutexamen;Män;25-34;7
HT2005;;Arbetsterapeutexamen;Män;35-;7
HT2005;;Arbetsterapeutexamen;Män;Total;33
HT2005;;Arbetsterapeutexamen;Total;-24;158
HT2005;;Arbetsterapeutexamen;Total;25-34;72
HT2005;;Arbetsterapeutexamen;Total;35-;53
HT2005;;Arbetsterapeutexamen;Total;Total;283
HT2005;;Arkitektexamen;Kvinnor;-24;99
HT2005;;Arkitektexamen;Kvinnor;25-34;27
HT2005;;Arkitektexamen;Kvinnor;35-;6
