Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT2016;;;Kvinnor;-24;13995
HT2016;;;Kvinnor;25-34;6234
HT2016;;;Kvinnor;35-;4415
HT2016;;;Kvinnor;Total;24644
HT2016;;;Män;-24;12288
HT2016;;;Män;25-34;3637
HT2016;;;Män;35-;1303
HT2016;;;Män;Total;17228
HT2016;;;Total;-24;26283
HT2016;;;Total;25-34;9871
HT2016;;;Total;35-;5718
HT2016;;;Total;Total;41872
HT2016;;Agronomexamen;Kvinnor;-24;83
HT2016;;Agronomexamen;Kvinnor;25-34;19
HT2016;;Agronomexamen;Kvinnor;35-;4
HT2016;;Agronomexamen;Kvinnor;Total;106
HT2016;;Agronomexamen;Män;-24;33
HT2016;;Agronomexamen;Män;25-34;10
HT2016;;Agronomexamen;Män;35-;2
HT2016;;Agronomexamen;Män;Total;45
HT2016;;Agronomexamen;Total;-24;116
HT2016;;Agronomexamen;Total;25-34;29
HT2016;;Agronomexamen;Total;35-;6
HT2016;;Agronomexamen;Total;Total;151
HT2016;;Apotekarexamen;Kvinnor;-24;148
HT2016;;Apotekarexamen;Kvinnor;25-34;12
HT2016;;Apotekarexamen;Kvinnor;35-;6
HT2016;;Apotekarexamen;Kvinnor;Total;166
HT2016;;Apotekarexamen;Män;-24;46
HT2016;;Apotekarexamen;Män;25-34;3
HT2016;;Apotekarexamen;Män;35-;3
HT2016;;Apotekarexamen;Män;Total;52
HT2016;;Apotekarexamen;Total;-24;194
HT2016;;Apotekarexamen;Total;25-34;15
HT2016;;Apotekarexamen;Total;35-;9
HT2016;;Apotekarexamen;Total;Total;218
HT2016;;Arbetsterapeutexamen;Kvinnor;-24;170
HT2016;;Arbetsterapeutexamen;Kvinnor;25-34;95
HT2016;;Arbetsterapeutexamen;Kvinnor;35-;46
HT2016;;Arbetsterapeutexamen;Kvinnor;Total;311
HT2016;;Arbetsterapeutexamen;Män;-24;45
HT2016;;Arbetsterapeutexamen;Män;25-34;23
HT2016;;Arbetsterapeutexamen;Män;35-;10
HT2016;;Arbetsterapeutexamen;Män;Total;78
HT2016;;Arbetsterapeutexamen;Total;-24;215
HT2016;;Arbetsterapeutexamen;Total;25-34;118
HT2016;;Arbetsterapeutexamen;Total;35-;56
HT2016;;Arbetsterapeutexamen;Total;Total;389
HT2016;;Arkitektexamen;Kvinnor;-24;160
HT2016;;Arkitektexamen;Kvinnor;25-34;43
HT2016;;Arkitektexamen;Kvinnor;35-;3
HT2016;;Arkitektexamen;Kvinnor;Total;206
HT2016;;Arkitektexamen;Män;-24;91
HT2016;;Arkitektexamen;Män;25-34;41
HT2016;;Arkitektexamen;Män;35-;15
HT2016;;Arkitektexamen;Män;Total;147
HT2016;;Arkitektexamen;Total;-24;251
HT2016;;Arkitektexamen;Total;25-34;84
HT2016;;Arkitektexamen;Total;35-;18
HT2016;;Arkitektexamen;Total;Total;353
HT2016;;Audionomexamen;Kvinnor;-24;52
HT2016;;Audionomexamen;Kvinnor;25-34;21
HT2016;;Audionomexamen;Kvinnor;35-;12
HT2016;;Audionomexamen;Kvinnor;Total;85
HT2016;;Audionomexamen;Män;-24;12
HT2016;;Audionomexamen;Män;25-34;12
HT2016;;Audionomexamen;Män;35-;3
HT2016;;Audionomexamen;Män;Total;27
HT2016;;Audionomexamen;Total;-24;64
HT2016;;Audionomexamen;Total;25-34;33
HT2016;;Audionomexamen;Total;35-;15
HT2016;;Audionomexamen;Total;Total;112
HT2016;;Barnmorskeexamen;Kvinnor;-24;10
HT2016;;Barnmorskeexamen;Kvinnor;25-34;140
HT2016;;Barnmorskeexamen;Kvinnor;35-;54
HT2016;;Barnmorskeexamen;Kvinnor;Total;204
HT2016;;Barnmorskeexamen;Män;25-34;1
HT2016;;Barnmorskeexamen;Män;Total;1
HT2016;;Barnmorskeexamen;Total;-24;10
HT2016;;Barnmorskeexamen;Total;25-34;141
HT2016;;Barnmorskeexamen;Total;35-;54
HT2016;;Barnmorskeexamen;Total;Total;205
HT2016;;Biomedicinsk analytikerexamen;Kvinnor;-24;275
HT2016;;Biomedicinsk analytikerexamen;Kvinnor;25-34;89
HT2016;;Biomedicinsk analytikerexamen;Kvinnor;35-;30
HT2016;;Biomedicinsk analytikerexamen;Kvinnor;Total;394
HT2016;;Biomedicinsk analytikerexamen;Män;-24;91
HT2016;;Biomedicinsk analytikerexamen;Män;25-34;37
HT2016;;Biomedicinsk analytikerexamen;Män;35-;15
HT2016;;Biomedicinsk analytikerexamen;Män;Total;143
HT2016;;Biomedicinsk analytikerexamen;Total;-24;366
HT2016;;Biomedicinsk analytikerexamen;Total;25-34;126
HT2016;;Biomedicinsk analytikerexamen;Total;35-;45
HT2016;;Biomedicinsk analytikerexamen;Total;Total;537
HT2016;;Brandingenjörsexamen;Kvinnor;-24;27
HT2016;;Brandingenjörsexamen;Kvinnor;25-34;1
HT2016;;Brandingenjörsexamen;Kvinnor;Total;28
HT2016;;Brandingenjörsexamen;Män;-24;42
HT2016;;Brandingenjörsexamen;Män;25-34;10
HT2016;;Brandingenjörsexamen;Män;35-;1
HT2016;;Brandingenjörsexamen;Män;Total;53
HT2016;;Brandingenjörsexamen;Total;-24;69
HT2016;;Brandingenjörsexamen;Total;25-34;11
HT2016;;Brandingenjörsexamen;Total;35-;1
HT2016;;Brandingenjörsexamen;Total;Total;81
HT2016;;Civilekonomexamen;Kvinnor;-24;595
HT2016;;Civilekonomexamen;Kvinnor;25-34;43
HT2016;;Civilekonomexamen;Kvinnor;35-;2
HT2016;;Civilekonomexamen;Kvinnor;Total;640
HT2016;;Civilekonomexamen;Män;-24;637
HT2016;;Civilekonomexamen;Män;25-34;76
HT2016;;Civilekonomexamen;Män;35-;8
HT2016;;Civilekonomexamen;Män;Total;721
HT2016;;Civilekonomexamen;Total;-24;1232
HT2016;;Civilekonomexamen;Total;25-34;119
HT2016;;Civilekonomexamen;Total;35-;10
HT2016;;Civilekonomexamen;Total;Total;1361
HT2016;;Civilingenjörsexamen;Kvinnor;-24;2314
HT2016;;Civilingenjörsexamen;Kvinnor;25-34;132
HT2016;;Civilingenjörsexamen;Kvinnor;35-;18
HT2016;;Civilingenjörsexamen;Kvinnor;Total;2464
HT2016;;Civilingenjörsexamen;Män;-24;4833
HT2016;;Civilingenjörsexamen;Män;25-34;411
HT2016;;Civilingenjörsexamen;Män;35-;49
HT2016;;Civilingenjörsexamen;Män;Total;5293
HT2016;;Civilingenjörsexamen;Total;-24;7147
HT2016;;Civilingenjörsexamen;Total;25-34;543
HT2016;;Civilingenjörsexamen;Total;35-;67
HT2016;;Civilingenjörsexamen;Total;Total;7757
HT2016;;Dietistexamen;Kvinnor;-24;25
HT2016;;Dietistexamen;Kvinnor;25-34;13
HT2016;;Dietistexamen;Kvinnor;35-;3
HT2016;;Dietistexamen;Kvinnor;Total;41
HT2016;;Dietistexamen;Män;-24;2
HT2016;;Dietistexamen;Män;25-34;3
HT2016;;Dietistexamen;Män;Total;5
HT2016;;Dietistexamen;Total;-24;27
HT2016;;Dietistexamen;Total;25-34;16
HT2016;;Dietistexamen;Total;35-;3
HT2016;;Dietistexamen;Total;Total;46
HT2016;;Folkhögskollärarexamen;Kvinnor;25-34;6
HT2016;;Folkhögskollärarexamen;Kvinnor;35-;23
HT2016;;Folkhögskollärarexamen;Kvinnor;Total;29
HT2016;;Folkhögskollärarexamen;Män;25-34;4
HT2016;;Folkhögskollärarexamen;Män;35-;12
HT2016;;Folkhögskollärarexamen;Män;Total;16
HT2016;;Folkhögskollärarexamen;Total;25-34;10
HT2016;;Folkhögskollärarexamen;Total;35-;35
HT2016;;Folkhögskollärarexamen;Total;Total;45
HT2016;;Fysioterapeutexamen;Kvinnor;-24;177
HT2016;;Fysioterapeutexamen;Kvinnor;25-34;54
HT2016;;Fysioterapeutexamen;Kvinnor;35-;13
HT2016;;Fysioterapeutexamen;Kvinnor;Total;244
HT2016;;Fysioterapeutexamen;Män;-24;88
HT2016;;Fysioterapeutexamen;Män;25-34;49
HT2016;;Fysioterapeutexamen;Män;35-;7
