Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT2010;;;Kvinnor;-24;15063
HT2010;;;Kvinnor;25-34;4622
HT2010;;;Kvinnor;35-;3632
HT2010;;;Kvinnor;Total;23317
HT2010;;;Män;-24;12885
HT2010;;;Män;25-34;2480
HT2010;;;Män;35-;906
HT2010;;;Män;Total;16271
HT2010;;;Total;-24;27948
HT2010;;;Total;25-34;7102
HT2010;;;Total;35-;4538
HT2010;;;Total;Total;39588
HT2010;;Agronomexamen;Kvinnor;-24;112
HT2010;;Agronomexamen;Kvinnor;25-34;10
HT2010;;Agronomexamen;Kvinnor;Total;122
HT2010;;Agronomexamen;Män;-24;38
HT2010;;Agronomexamen;Män;25-34;6
HT2010;;Agronomexamen;Män;35-;2
HT2010;;Agronomexamen;Män;Total;46
HT2010;;Agronomexamen;Total;-24;150
HT2010;;Agronomexamen;Total;25-34;16
HT2010;;Agronomexamen;Total;35-;2
HT2010;;Agronomexamen;Total;Total;168
HT2010;;Apotekarexamen;Kvinnor;-24;127
HT2010;;Apotekarexamen;Kvinnor;25-34;18
HT2010;;Apotekarexamen;Kvinnor;35-;1
HT2010;;Apotekarexamen;Kvinnor;Total;146
HT2010;;Apotekarexamen;Män;-24;60
HT2010;;Apotekarexamen;Män;25-34;5
HT2010;;Apotekarexamen;Män;35-;3
HT2010;;Apotekarexamen;Män;Total;68
HT2010;;Apotekarexamen;Total;-24;187
HT2010;;Apotekarexamen;Total;25-34;23
HT2010;;Apotekarexamen;Total;35-;4
HT2010;;Apotekarexamen;Total;Total;214
HT2010;;Arbetsterapeutexamen;Kvinnor;-24;229
HT2010;;Arbetsterapeutexamen;Kvinnor;25-34;67
HT2010;;Arbetsterapeutexamen;Kvinnor;35-;34
HT2010;;Arbetsterapeutexamen;Kvinnor;Total;330
HT2010;;Arbetsterapeutexamen;Män;-24;32
HT2010;;Arbetsterapeutexamen;Män;25-34;12
HT2010;;Arbetsterapeutexamen;Män;35-;5
HT2010;;Arbetsterapeutexamen;Män;Total;49
HT2010;;Arbetsterapeutexamen;Total;-24;261
HT2010;;Arbetsterapeutexamen;Total;25-34;79
HT2010;;Arbetsterapeutexamen;Total;35-;39
HT2010;;Arbetsterapeutexamen;Total;Total;379
HT2010;;Arkitektexamen;Kvinnor;-24;173
HT2010;;Arkitektexamen;Kvinnor;25-34;32
HT2010;;Arkitektexamen;Kvinnor;35-;7
HT2010;;Arkitektexamen;Kvinnor;Total;212
HT2010;;Arkitektexamen;Män;-24;97
HT2010;;Arkitektexamen;Män;25-34;45
HT2010;;Arkitektexamen;Män;35-;5
HT2010;;Arkitektexamen;Män;Total;147
HT2010;;Arkitektexamen;Total;-24;270
HT2010;;Arkitektexamen;Total;25-34;77
HT2010;;Arkitektexamen;Total;35-;12
HT2010;;Arkitektexamen;Total;Total;359
HT2010;;Audionomexamen;Kvinnor;-24;47
HT2010;;Audionomexamen;Kvinnor;25-34;17
HT2010;;Audionomexamen;Kvinnor;35-;9
HT2010;;Audionomexamen;Kvinnor;Total;73
HT2010;;Audionomexamen;Män;-24;13
HT2010;;Audionomexamen;Män;25-34;4
HT2010;;Audionomexamen;Män;Total;17
HT2010;;Audionomexamen;Total;-24;60
HT2010;;Audionomexamen;Total;25-34;21
HT2010;;Audionomexamen;Total;35-;9
HT2010;;Audionomexamen;Total;Total;90
HT2010;;Barnmorskeexamen;Kvinnor;-24;3
HT2010;;Barnmorskeexamen;Kvinnor;25-34;72
HT2010;;Barnmorskeexamen;Kvinnor;35-;51
HT2010;;Barnmorskeexamen;Kvinnor;Total;126
HT2010;;Barnmorskeexamen;Total;-24;3
HT2010;;Barnmorskeexamen;Total;25-34;72
HT2010;;Barnmorskeexamen;Total;35-;51
HT2010;;Barnmorskeexamen;Total;Total;126
HT2010;;Biomedicinsk analytikerexamen;Kvinnor;-24;276
HT2010;;Biomedicinsk analytikerexamen;Kvinnor;25-34;84
HT2010;;Biomedicinsk analytikerexamen;Kvinnor;35-;33
HT2010;;Biomedicinsk analytikerexamen;Kvinnor;Total;393
HT2010;;Biomedicinsk analytikerexamen;Män;-24;84
HT2010;;Biomedicinsk analytikerexamen;Män;25-34;37
HT2010;;Biomedicinsk analytikerexamen;Män;35-;16
HT2010;;Biomedicinsk analytikerexamen;Män;Total;137
HT2010;;Biomedicinsk analytikerexamen;Total;-24;360
HT2010;;Biomedicinsk analytikerexamen;Total;25-34;121
HT2010;;Biomedicinsk analytikerexamen;Total;35-;49
HT2010;;Biomedicinsk analytikerexamen;Total;Total;530
HT2010;;Brandingenjörsexamen;Kvinnor;-24;29
HT2010;;Brandingenjörsexamen;Kvinnor;25-34;2
HT2010;;Brandingenjörsexamen;Kvinnor;Total;31
HT2010;;Brandingenjörsexamen;Män;-24;63
HT2010;;Brandingenjörsexamen;Män;25-34;10
HT2010;;Brandingenjörsexamen;Män;35-;1
HT2010;;Brandingenjörsexamen;Män;Total;74
HT2010;;Brandingenjörsexamen;Total;-24;92
HT2010;;Brandingenjörsexamen;Total;25-34;12
HT2010;;Brandingenjörsexamen;Total;35-;1
HT2010;;Brandingenjörsexamen;Total;Total;105
HT2010;;Civilekonomexamen;Kvinnor;-24;1049
HT2010;;Civilekonomexamen;Kvinnor;25-34;52
HT2010;;Civilekonomexamen;Kvinnor;35-;6
HT2010;;Civilekonomexamen;Kvinnor;Total;1107
HT2010;;Civilekonomexamen;Män;-24;987
HT2010;;Civilekonomexamen;Män;25-34;80
HT2010;;Civilekonomexamen;Män;35-;10
HT2010;;Civilekonomexamen;Män;Total;1077
HT2010;;Civilekonomexamen;Total;-24;2036
HT2010;;Civilekonomexamen;Total;25-34;132
HT2010;;Civilekonomexamen;Total;35-;16
HT2010;;Civilekonomexamen;Total;Total;2184
HT2010;;Civilingenjörsexamen;Kvinnor;-24;1909
HT2010;;Civilingenjörsexamen;Kvinnor;25-34;61
HT2010;;Civilingenjörsexamen;Kvinnor;35-;10
HT2010;;Civilingenjörsexamen;Kvinnor;Total;1980
HT2010;;Civilingenjörsexamen;Män;-24;4877
HT2010;;Civilingenjörsexamen;Män;25-34;259
HT2010;;Civilingenjörsexamen;Män;35-;29
HT2010;;Civilingenjörsexamen;Män;Total;5165
HT2010;;Civilingenjörsexamen;Total;-24;6786
HT2010;;Civilingenjörsexamen;Total;25-34;320
HT2010;;Civilingenjörsexamen;Total;35-;39
HT2010;;Civilingenjörsexamen;Total;Total;7145
HT2010;;Dietistexamen;Kvinnor;-24;38
HT2010;;Dietistexamen;Kvinnor;25-34;11
HT2010;;Dietistexamen;Kvinnor;35-;1
HT2010;;Dietistexamen;Kvinnor;Total;50
HT2010;;Dietistexamen;Män;-24;7
HT2010;;Dietistexamen;Män;25-34;1
