Termin;Lärosäte;Program;Kön;Åldersgrupp;Antal
HT2000;;;Kvinnor;-24;10579
HT2000;;;Kvinnor;25-34;4743
HT2000;;;Kvinnor;35-;3312
HT2000;;;Kvinnor;Total;18634
HT2000;;;Män;-24;10789
HT2000;;;Män;25-34;3148
HT2000;;;Män;35-;1166
HT2000;;;Män;Total;15103
HT2000;;;Total;-24;21368
HT2000;;;Total;25-34;7891
HT2000;;;Total;35-;4478
HT2000;;;Total;Total;33737
HT2000;;Agronomexamen;Kvinnor;-24;117
HT2000;;Agronomexamen;Kvinnor;25-34;25
HT2000;;Agronomexamen;Kvinnor;35-;3
HT2000;;Agronomexamen;Kvinnor;Total;145
HT2000;;Agronomexamen;Män;-24;36
HT2000;;Agronomexamen;Män;25-34;9
HT2000;;Agronomexamen;Män;Total;45
HT2000;;Agronomexamen;Total;-24;153
HT2000;;Agronomexamen;Total;25-34;34
HT2000;;Agronomexamen;Total;35-;3
HT2000;;Agronomexamen;Total;Total;190
HT2000;;Apotekarexamen;Kvinnor;-24;85
HT2000;;Apotekarexamen;Kvinnor;25-34;15
HT2000;;Apotekarexamen;Kvinnor;35-;7
HT2000;;Apotekarexamen;Kvinnor;Total;107
HT2000;;Apotekarexamen;Män;-24;29
HT2000;;Apotekarexamen;Män;25-34;7
HT2000;;Apotekarexamen;Män;35-;3
HT2000;;Apotekarexamen;Män;Total;39
HT2000;;Apotekarexamen;Total;-24;114
HT2000;;Apotekarexamen;Total;25-34;22
HT2000;;Apotekarexamen;Total;35-;10
HT2000;;Apotekarexamen;Total;Total;146
HT2000;;Arbetsterapeutexamen;Kvinnor;-24;116
HT2000;;Arbetsterapeutexamen;Kvinnor;25-34;53
HT2000;;Arbetsterapeutexamen;Kvinnor;35-;68
HT2000;;Arbetsterapeutexamen;Kvinnor;Total;237
HT2000;;Arbetsterapeutexamen;Män;-24;13
HT2000;;Arbetsterapeutexamen;Män;25-34;6
HT2000;;Arbetsterapeutexamen;Män;35-;1
HT2000;;Arbetsterapeutexamen;Män;Total;20
HT2000;;Arbetsterapeutexamen;Total;-24;129
HT2000;;Arbetsterapeutexamen;Total;25-34;59
HT2000;;Arbetsterapeutexamen;Total;35-;69
HT2000;;Arbetsterapeutexamen;Total;Total;257
HT2000;;Arkitektexamen;Kvinnor;-24;125
HT2000;;Arkitektexamen;Kvinnor;25-34;36
HT2000;;Arkitektexamen;Kvinnor;35-;11
HT2000;;Arkitektexamen;Kvinnor;Total;172
HT2000;;Arkitektexamen;Män;-24;64
HT2000;;Arkitektexamen;Män;25-34;39
HT2000;;Arkitektexamen;Män;35-;6
HT2000;;Arkitektexamen;Män;Total;109
HT2000;;Arkitektexamen;Total;-24;189
HT2000;;Arkitektexamen;Total;25-34;75
HT2000;;Arkitektexamen;Total;35-;17
HT2000;;Arkitektexamen;Total;Total;281
HT2000;;Audionomexamen;Kvinnor;-24;45
HT2000;;Audionomexamen;Kvinnor;25-34;14
HT2000;;Audionomexamen;Kvinnor;35-;20
HT2000;;Audionomexamen;Kvinnor;Total;79
HT2000;;Audionomexamen;Män;-24;5
HT2000;;Audionomexamen;Män;25-34;2
HT2000;;Audionomexamen;Män;Total;7
HT2000;;Audionomexamen;Total;-24;50
HT2000;;Audionomexamen;Total;25-34;16
HT2000;;Audionomexamen;Total;35-;20
HT2000;;Audionomexamen;Total;Total;86
HT2000;;Barn- och ungdomspedagogisk examen;Kvinnor;-24;1131
HT2000;;Barn- och ungdomspedagogisk examen;Kvinnor;25-34;505
HT2000;;Barn- och ungdomspedagogisk examen;Kvinnor;35-;272
HT2000;;Barn- och ungdomspedagogisk examen;Kvinnor;Total;1908
HT2000;;Barn- och ungdomspedagogisk examen;Män;-24;143
HT2000;;Barn- och ungdomspedagogisk examen;Män;25-34;66
HT2000;;Barn- och ungdomspedagogisk examen;Män;35-;28
HT2000;;Barn- och ungdomspedagogisk examen;Män;Total;237
HT2000;;Barn- och ungdomspedagogisk examen;Total;-24;1274
HT2000;;Barn- och ungdomspedagogisk examen;Total;25-34;571
HT2000;;Barn- och ungdomspedagogisk examen;Total;35-;300
HT2000;;Barn- och ungdomspedagogisk examen;Total;Total;2145
HT2000;;Barnmorskeexamen;Kvinnor;-24;8
HT2000;;Barnmorskeexamen;Kvinnor;25-34;39
HT2000;;Barnmorskeexamen;Kvinnor;35-;13
HT2000;;Barnmorskeexamen;Kvinnor;Total;60
HT2000;;Barnmorskeexamen;Total;-24;8
HT2000;;Barnmorskeexamen;Total;25-34;39
HT2000;;Barnmorskeexamen;Total;35-;13
HT2000;;Barnmorskeexamen;Total;Total;60
HT2000;;Bildlärarexamen;Kvinnor;-24;11
HT2000;;Bildlärarexamen;Kvinnor;25-34;15
HT2000;;Bildlärarexamen;Kvinnor;35-;10
HT2000;;Bildlärarexamen;Kvinnor;Total;36
HT2000;;Bildlärarexamen;Män;-24;3
HT2000;;Bildlärarexamen;Män;25-34;5
HT2000;;Bildlärarexamen;Män;35-;3
HT2000;;Bildlärarexamen;Män;Total;11
HT2000;;Bildlärarexamen;Total;-24;14
HT2000;;Bildlärarexamen;Total;25-34;20
HT2000;;Bildlärarexamen;Total;35-;13
HT2000;;Bildlärarexamen;Total;Total;47
HT2000;;Biomedicinsk analytikerexamen;Kvinnor;-24;218
HT2000;;Biomedicinsk analytikerexamen;Kvinnor;25-34;60
HT2000;;Biomedicinsk analytikerexamen;Kvinnor;35-;25
HT2000;;Biomedicinsk analytikerexamen;Kvinnor;Total;303
HT2000;;Biomedicinsk analytikerexamen;Män;-24;42
HT2000;;Biomedicinsk analytikerexamen;Män;25-34;15
HT2000;;Biomedicinsk analytikerexamen;Män;35-;6
HT2000;;Biomedicinsk analytikerexamen;Män;Total;63
HT2000;;Biomedicinsk analytikerexamen;Total;-24;260
HT2000;;Biomedicinsk analytikerexamen;Total;25-34;75
HT2000;;Biomedicinsk analytikerexamen;Total;35-;31
HT2000;;Biomedicinsk analytikerexamen;Total;Total;366
HT2000;;Brandingenjörsexamen;Kvinnor;-24;11
HT2000;;Brandingenjörsexamen;Kvinnor;25-34;1
HT2000;;Brandingenjörsexamen;Kvinnor;Total;12
HT2000;;Brandingenjörsexamen;Män;-24;29
HT2000;;Brandingenjörsexamen;Män;25-34;12
HT2000;;Brandingenjörsexamen;Män;35-;1
HT2000;;Brandingenjörsexamen;Män;Total;42
HT2000;;Brandingenjörsexamen;Total;-24;40
HT2000;;Brandingenjörsexamen;Total;25-34;13
HT2000;;Brandingenjörsexamen;Total;35-;1
HT2000;;Brandingenjörsexamen;Total;Total;54
HT2000;;Civilingenjörsexamen;Kvinnor;-24;1957
HT2000;;Civilingenjörsexamen;Kvinnor;25-34;175
HT2000;;Civilingenjörsexamen;Kvinnor;35-;30
HT2000;;Civilingenjörsexamen;Kvinnor;Total;2162
HT2000;;Civilingenjörsexamen;Män;-24;4567
HT2000;;Civilingenjörsexamen;Män;25-34;500
HT2000;;Civilingenjörsexamen;Män;35-;88
HT2000;;Civilingenjörsexamen;Män;Total;5155
HT2000;;Civilingenjörsexamen;Total;-24;6524
HT2000;;Civilingenjörsexamen;Total;25-34;675
HT2000;;Civilingenjörsexamen;Total;35-;118
HT2000;;Civilingenjörsexamen;Total;Total;7317
HT2000;;Dietistexamen;Kvinnor;-24;25
HT2000;;Dietistexamen;Kvinnor;25-34;17
HT2000;;Dietistexamen;Kvinnor;35-;6
HT2000;;Dietistexamen;Kvinnor;Total;48
HT2000;;Dietistexamen;Total;-24;25
HT2000;;Dietistexamen;Total;25-34;17
HT2000;;Dietistexamen;Total;35-;6
HT2000;;Dietistexamen;Total;Total;48
HT2000;;Djursjukvårdarexamen;Kvinnor;-24;6
HT2000;;Djursjukvårdarexamen;Kvinnor;25-34;13
HT2000;;Djursjukvårdarexamen;Kvinnor;35-;1
HT2000;;Djursjukvårdarexamen;Kvinnor;Total;20
HT2000;;Djursjukvårdarexamen;Total;-24;6
HT2000;;Djursjukvårdarexamen;Total;25-34;13
HT2000;;Djursjukvårdarexamen;Total;35-;1
HT2000;;Djursjukvårdarexamen;Total;Total;20
HT2000;;Folkhögskollärarexamen;Kvinnor;25-34;19
HT2000;;Folkhögskollärarexamen;Kvinnor;35-;49
HT2000;;Folkhögskollärarexamen;Kvinnor;Total;68
HT2000;;Folkhögskollärarexamen;Män;-24;1
HT2000;;Folkhögskollärarexamen;Män;25-34;9
HT2000;;Folkhögskollärarexamen;Män;35-;21
HT2000;;Folkhögskollärarexamen;Män;Total;31
HT2000;;Folkhögskollärarexamen;Total;-24;1
HT2000;;Folkhögskollärarexamen;Total;25-34;28
HT2000;;Folkhögskollärarexamen;Total;35-;70
HT2000;;Folkhögskollärarexamen;Total;Total;99
HT2000;;Fysioterapeutexamen;Kvinnor;-24;144
HT2000;;Fysioterapeutexamen;Kvinnor;25-34;47
HT2000;;Fysioterapeutexamen;Kvinnor;35-;36
HT2000;;Fysioterapeutexamen;Kvinnor;Total;227
HT2000;;Fysioterapeutexamen;Män;-24;35
HT2000;;Fysioterapeutexamen;Män;25-34;32
HT2000;;Fysioterapeutexamen;Män;35-;7
HT2000;;Fysioterapeutexamen;Män;Total;74
HT2000;;Fysioterapeutexamen;Total;-24;179
HT2000;;Fysioterapeutexamen;Total;25-34;79
HT2000;;Fysioterapeutexamen;Total;35-;43
HT2000;;Fysioterapeutexamen;Total;Total;301
HT2000;;Grundskollärarexamen 1-7;Kvinnor;-24;896
HT2000;;Grundskollärarexamen 1-7;Kvinnor;25-34;500
HT2000;;Grundskollärarexamen 1-7;Kvinnor;35-;334
HT2000;;Grundskollärarexamen 1-7;Kvinnor;Total;1730
HT2000;;Grundskollärarexamen 1-7;Män;-24;200
HT2000;;Grundskollärarexamen 1-7;Män;25-34;113
HT2000;;Grundskollärarexamen 1-7;Män;35-;58
HT2000;;Grundskollärarexamen 1-7;Män;Total;371
HT2000;;Grundskollärarexamen 1-7;Total;-24;1096
HT2000;;Grundskollärarexamen 1-7;Total;25-34;613
HT2000;;Grundskollärarexamen 1-7;Total;35-;392
HT2000;;Grundskollärarexamen 1-7;Total;Total;2101
HT2000;;Grundskollärarexamen 4-9;Kvinnor;-24;951
HT2000;;Grundskollärarexamen 4-9;Kvinnor;25-34;558
HT2000;;Grundskollärarexamen 4-9;Kvinnor;35-;402
HT2000;;Grundskollärarexamen 4-9;Kvinnor;Total;1911
HT2000;;Grundskollärarexamen 4-9;Män;-24;383
HT2000;;Grundskollärarexamen 4-9;Män;25-34;243
HT2000;;Grundskollärarexamen 4-9;Män;35-;99
HT2000;;Grundskollärarexamen 4-9;Män;Total;725
HT2000;;Grundskollärarexamen 4-9;Total;-24;1334
HT2000;;Grundskollärarexamen 4-9;Total;25-34;801
HT2000;;Grundskollärarexamen 4-9;Total;35-;501
HT2000;;Grundskollärarexamen 4-9;Total;Total;2636
HT2000;;Gymnasielärarexamen;Kvinnor;-24;600
HT2000;;Gymnasielärarexamen;Kvinnor;25-34;514
HT2000;;Gymnasielärarexamen;Kvinnor;35-;375
HT2000;;Gymnasielärarexamen;Kvinnor;Total;1489
HT2000;;Gymnasielärarexamen;Män;-24;322
HT2000;;Gymnasielärarexamen;Män;25-34;330
HT2000;;Gymnasielärarexamen;Män;35-;224
HT2000;;Gymnasielärarexamen;Män;Total;876
HT2000;;Gymnasielärarexamen;Total;-24;922
HT2000;;Gymnasielärarexamen;Total;25-34;844
HT2000;;Gymnasielärarexamen;Total;35-;599
HT2000;;Gymnasielärarexamen;Total;Total;2365
HT2000;;Hortonomexamen;Kvinnor;-24;32
HT2000;;Hortonomexamen;Kvinnor;25-34;5
HT2000;;Hortonomexamen;Kvinnor;35-;3
HT2000;;Hortonomexamen;Kvinnor;Total;40
HT2000;;Hortonomexamen;Män;-24;2
HT2000;;Hortonomexamen;Män;25-34;2
HT2000;;Hortonomexamen;Män;35-;3
HT2000;;Hortonomexamen;Män;Total;7
HT2000;;Hortonomexamen;Total;-24;34
HT2000;;Hortonomexamen;Total;25-34;7
HT2000;;Hortonomexamen;Total;35-;6
HT2000;;Hortonomexamen;Total;Total;47
HT2000;;Högskoleingenjörsexamen;Kvinnor;-24;1177
HT2000;;Högskoleingenjörsexamen;Kvinnor;25-34;421
HT2000;;Högskoleingenjörsexamen;Kvinnor;35-;157
HT2000;;Högskoleingenjörsexamen;Kvinnor;Total;1755
HT2000;;Högskoleingenjörsexamen;Män;-24;3802
HT2000;;Högskoleingenjörsexamen;Män;25-34;1013
HT2000;;Högskoleingenjörsexamen;Män;35-;301
HT2000;;Högskoleingenjörsexamen;Män;Total;5116
HT2000;;Högskoleingenjörsexamen;Total;-24;4979
HT2000;;Högskoleingenjörsexamen;Total;25-34;1434
HT2000;;Högskoleingenjörsexamen;Total;35-;458
